Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
22,64,20,2839009,2145025
111,64,108,2699952,2005968
202,64,201,3540090,2846106
301,64,300,4135754,3441770
401,64,400,2636409,1942425
502,64,501,1461045,767061
603,64,602,1157750,463766
703,64,702,1028088,334104
804,64,803,851485,157501
907,64,906,696913,2929
1005,64,1004,792931,98947
1107,64,1106,642094,0
1206,64,1205,720698,26714
1307,64,1306,654368,0
1408,64,1407,661064,0
1509,64,1508,746363,52379
1612,64,1611,760049,66065
1710,64,1709,659948,0
1811,64,1809,721814,27830
1912,64,1911,784393,90409
2012,64,2011,762491,68507
2114,64,2112,710655,16671
2214,64,2213,748753,54769
2314,64,2313,782773,88789
2415,64,2414,1782250,1088266
2516,64,2515,1053023,359039
2616,64,2615,894942,200958
2717,64,2716,766313,72329
2817,64,2816,1483335,789351
2918,64,2917,898225,204241
3020,64,3019,1451958,757974
3119,64,3118,1685419,991435
3220,64,3219,1058010,364026
3321,64,3320,937099,243115
3422,64,3421,729625,35641
3523,64,3522,761713,67729
3623,64,3622,810313,116329
3725,64,3724,771433,77449
3826,64,3825,740784,46800
3926,64,3924,799253,105269
4027,64,4025,734039,40055
4132,64,4128,889179,195195
4229,64,4228,739447,45463
4331,64,4329,1087207,393223
4443,64,4442,496799,0
4542,64,4541,494591,0
4640,64,4639,561484,0
4743,64,4742,511792,0
4846,64,4844,506520,0
4944,64,4942,504147,0
5037,64,5036,1798189,1104205
5137,64,5136,1869890,1175906
5237,64,5236,1489875,795891
5338,64,5337,2092163,1398179
5439,64,5438,1519424,825440
5543,64,5542,802085,108101
5644,64,5643,627091,0
5749,64,5748,567331,0
5847,64,5846,570962,0
5951,64,5950,491940,0
6052,64,6050,548311,0
6150,64,6149,580137,0
6251,64,6249,582469,0
6353,64,6351,597794,0
6453,64,6451,584801,0
6550,64,6549,856915,162931
6649,64,6648,924186,230202
6750,64,6749,941721,247737
6850,64,6849,961670,267686
6950,64,6949,851736,157752
7049,64,7049,1728288,1034304
7148,64,7147,1611766,917782
7249,64,7249,1513503,819519
7351,64,7350,1331042,637058
7455,64,7454,659923,0
7554,64,7553,916786,222802
7653,64,7652,909966,215982
7755,64,7754,921773,227789
7862,64,7860,440100,0
7962,64,7961,516240,0
8061,64,8059,528841,0
8162,64,8160,632320,0
8255,64,8254,1561576,867592
8357,64,8356,928426,234442
8462,64,8461,886464,192480
8558,64,8557,1618936,924952
8662,64,8659,767176,73192
8766,64,8765,555748,0
8866,64,8864,643092,0
8969,64,8968,516240,0
9072,64,9070,524339,0
9170,64,9169,516417,0
9268,64,9266,689472,0
9372,64,9371,466020,0
9475,64,9473,519868,0
9575,64,9574,521100,0
9672,64,9671,598791,0
9775,64,9774,548640,0
9873,64,9872,654632,0
9977,64,9975,485035,0
10075,64,10074,584801,0
10177,64,10175,582505,0
10276,64,10275,748016,54032
10378,64,10377,576771,0
10471,64,10470,1575916,881932
10576,64,10575,738720,44736
