Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
6,96,4,2827990,1651481
83,96,81,2712592,1536083
180,96,178,2872691,1696182
282,96,281,3807652,2631143
381,96,380,2780369,1603860
483,96,482,1151055,0
584,96,582,776918,0
686,96,685,784393,0
785,96,784,822943,0
886,96,885,810313,0
987,96,986,749605,0
1089,96,1088,877161,0
1186,96,1185,1432036,255527
1289,96,1288,797353,0
1390,96,1389,790873,0
1491,96,1490,727393,0
1592,96,1590,747479,0
1693,96,1692,672222,0
1794,96,1793,778765,0
1893,96,1892,867605,0
1994,96,1993,758638,0
2096,96,2094,795856,0
2197,96,2195,794113,0
2298,96,2297,823273,0
2399,96,2398,693424,0
2499,96,2498,673338,0
2598,96,2598,744131,0
2698,96,2698,1402114,225605
2799,96,2798,1314653,138144
2900,96,2899,814685,0
3001,96,3000,742404,0
3101,96,3100,796029,0
3219,96,3215,754027,0
3322,96,3318,796147,0
3415,96,3412,1085803,0
3516,96,3513,936592,0
3617,96,3614,924019,0
3717,96,3714,822240,0
,,,,
