Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
34,64,32,3119975,1942207
107,64,103,3975394,2797626
201,64,199,3132008,1954240
305,64,303,3639941,2462173
403,64,401,3892038,2714270
504,64,502,2749447,1571679
606,64,603,2223484,1045716
699,64,698,1731386,553618
799,64,798,1434355,256587
900,64,899,1467210,289442
1013,64,1010,1377879,200111
1120,64,1116,1459160,281392
1215,64,1211,1559116,381348
1313,64,1310,1619448,441680
1416,64,1414,1488303,310535
1512,64,1511,1624277,446509
1616,64,1615,949484,0
1720,64,1718,851944,0
1822,64,1820,853490,0
1923,64,1921,1010841,0
2019,64,2017,1061043,0
2121,64,2119,1294977,117209
2217,64,2216,1285003,107235
2323,64,2321,1155340,0
2417,64,2416,1624602,446834
2518,64,2517,1150353,0
2620,64,2619,1294977,117209
2720,64,2719,1429626,251858
2821,64,2820,1329886,152118
2919,64,2918,1494217,316449
3024,64,3023,1613503,435735
3121,64,3120,1281942,104174
3221,64,3220,1074009,0
3323,64,3322,975617,0
3424,64,3423,787124,0
3523,64,3522,1784113,606345
3624,64,3623,1131370,0
3727,64,3725,822033,0
3826,64,3824,1217411,39643
3927,64,3926,1066839,0
4027,64,4025,1267602,89834
4130,64,4128,861929,0
4231,64,4230,712454,0
4328,64,4327,1310622,132854
4428,64,4427,1124200,0
4528,64,4527,1238921,61153
4630,64,4629,992503,0
4732,64,4731,881877,0
4831,64,4830,861929,0
4942,64,4940,557660,0
5032,64,5031,1324594,146826
5136,64,5135,673056,0
5244,64,5242,483124,0
5335,64,5334,945561,0
5435,64,5434,1006553,0
5543,64,5541,538548,0
5644,64,5642,544162,0
5745,64,5744,574860,0
5843,64,5842,635109,0
5945,64,5943,568173,0
6043,64,6041,640223,0
6140,64,6139,767176,0
6239,64,6238,885873,0
6344,64,6341,1089102,0
,,6440,967210,0
