Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
10,87,9,1171676,0
78,87,76,3373650,2095827
178,87,177,2845065,1567242
279,87,278,2829178,1551355
380,87,379,2644917,1367094
481,87,480,3304565,2026742
588,87,587,3555519,2277696
681,87,680,2723788,1445965
783,87,782,2257732,979909
885,87,885,2183870,906047
986,87,985,1318345,40522
1097,87,1095,956994,0
1196,87,1195,909359,0
1286,87,1285,1904236,626413
1388,87,1387,1452520,174697
1491,87,1489,1396040,118217
1593,87,1591,1011225,0
1693,87,1692,963429,0
1800,87,1798,821879,0
1901,87,1899,962426,0
1999,87,1998,966249,0
2103,87,2101,834839,0
2200,87,2198,931848,0
2302,87,2300,875339,0
2404,87,2402,860760,0
2499,87,2498,988530,0
2599,87,2597,1244332,0
2698,87,2697,1781211,503388
2800,87,2799,748569,0
2896,87,2895,1568746,290923
2997,87,2996,822033,0
3101,87,3099,781401,0
3206,87,3204,725587,0
3301,87,3299,1021514,0
3407,87,3406,703102,0
3505,87,3503,690888,0
3612,87,3610,595458,0
3709,87,3707,571134,0
3806,87,3805,623953,0
3918,87,3914,517525,0
4017,87,4015,563220,0
4109,87,4108,643476,0
4207,87,4206,707332,0
4307,87,4306,961670,0
4412,87,4411,871903,0
4506,87,4505,1482705,204882
4608,87,4607,861929,0
4707,87,4706,1099225,0
4809,87,4808,806792,0
4910,87,4909,851955,0
5009,87,5009,1016649,0
5104,87,5103,1504215,226392
5204,87,5203,844891,0
5304,87,5303,1009463,0
5404,87,5404,765099,0
5505,87,5504,696038,0
5609,87,5608,640224,0
5707,87,5706,550592,0
5807,87,5806,1039896,0
5907,87,5907,828331,0
6008,87,6008,745151,0
6108,87,6108,765099,0
6209,87,6209,760112,0
6310,87,6309,801339,0
6410,87,6410,924683,0
6511,87,6510,710242,0
6611,87,6610,934657,0
6711,87,6711,884787,0
6813,87,6813,408181,0
6914,87,6913,802450,0
7017,87,7016,407116,0
7120,87,7119,1087369,0
7220,87,7219,930607,0
7321,87,7320,1045329,0
7427,87,7425,1124200,0
7527,87,7526,673056,0
