Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
42,100,38,2432859,1657095
104,100,101,3219284,2443520
202,100,200,3522765,2747001
302,100,300,2855340,2079576
401,100,399,1920891,1145127
503,100,501,1051593,275829
604,100,602,1204535,428771
703,100,701,1365917,590153
802,100,800,1186665,410901
908,100,906,953568,177804
1006,100,1004,1071542,295778
1113,100,1110,822191,46427
1213,100,1210,1021001,245237
1313,100,1310,832089,56325
1413,100,1410,827821,52057
1512,100,1510,815673,39909
1613,100,1610,884620,108856
1717,100,1713,805098,29334
1817,100,1813,1098028,322264
1918,100,1914,895873,120109
2018,100,2015,881337,105573
2116,100,2113,1036632,260868
2219,100,2216,897753,121989
2318,100,2314,1131386,355622
2422,100,2419,974424,198660
2524,100,2521,849659,73895
2623,100,2620,891968,116204
2724,100,2721,861318,85554
2823,100,2820,989683,213919
2920,100,2918,1910844,1135080
3020,100,3017,1810463,1034699
3121,100,3119,1380257,604493
3223,100,3220,766214,0
3323,100,3321,894757,118993
3423,100,3421,930585,154821
3527,100,3524,776918,1154
3628,100,3624,850133,74369
3731,100,3728,741067,0
3828,100,3825,816250,40486
3927,100,3925,1783395,1007631
4022,100,4020,2011226,1235462
4123,100,4121,1287046,511282
4226,100,4224,852321,76557
4330,100,4326,803026,27262
4429,100,4426,1022515,246751
4532,100,4529,995530,219766
4631,100,4628,931014,155250
4735,100,4731,796029,20265
4835,100,4832,842664,66900
4928,100,4926,1753102,977338
5027,100,5025,1932355,1156591
5128,100,5126,2004056,1228292
5229,100,5227,2304126,1528362
5330,100,5328,1817633,1041869
5431,100,5429,1229685,453921
5530,100,5528,1021753,245989
5630,100,5628,1337237,561473
5734,100,5731,828806,53042
5837,100,5834,751730,0
5940,100,5937,812353,36589
6039,100,6037,853391,77627
6142,100,6139,746339,0
6240,100,6237,782042,6278
6343,100,6342,980798,205034
6444,100,6443,561330,0
6544,100,6543,645424,0
6643,100,6642,722304,0
6743,100,6741,679732,0
6845,100,6844,601122,0
6950,100,6948,508140,0
7042,100,7040,926760,150996
7143,100,7142,1021514,245750
7243,100,7242,1011540,235776
7344,100,7343,901825,126061
7444,100,7443,792111,16347
7549,100,7548,871903,96139
7641,100,7640,2206884,1431120
7745,100,7744,1312211,536447
7838,100,7838,1502711,726947
7939,100,7938,848174,72410
8040,100,8039,589653,0
8140,100,8139,1181931,406167
8245,100,8244,1336284,560520
8348,100,8347,1021102,245338
8452,100,8450,787421,11657
8548,100,8547,1411004,635240
8651,100,8649,1059669,283905
8749,100,8748,1432514,656750
8850,100,8849,1038953,263189
8945,100,8944,1059669,283905
9044,100,9044,802939,27175
9145,100,9144,519436,0
9245,100,9245,525021,0
9346,100,9346,472932,0
9447,100,9447,460464,0
9547,100,9547,476172,0
9649,100,9648,477748,0
9751,100,9750,519753,0
9851,100,9850,474120,0
9951,100,9950,490751,0
10051,100,10050,528012,0
10152,100,10151,466452,0
10253,100,10252,429864,0
10353,100,10352,447718,0
10455,100,10454,426470,0
10555,100,10555,502867,0
10656,100,10656,467159,0
10756,100,10755,787968,12204
10857,100,10856,659923,0
10957,100,10957,575663,0
11058,100,11058,466108,0
11159,100,11158,548446,0
11259,100,11258,534492,0
11360,100,11359,529632,0
11460,100,11460,490751,0
11561,100,11561,529632,0
11663,100,11663,532872,0
11764,100,11763,378534,0
11865,100,11864,471623,0
11965,100,11965,513511,0
12068,100,12068,464928,0
12167,100,12167,497352,0
12268,100,12268,469327,0
12368,100,12367,1653589,877825
12468,100,12467,1237542,461778
12568,100,12567,960606,184842
12678,100,12676,810270,34506
12779,100,12777,778829,3065
12886,100,12882,788047,12283
12990,100,12987,836027,60263
13080,100,13077,1261836,486072
13180,100,13178,887022,111258
13282,100,13279,961827,186063
13384,100,13381,805824,30060
13489,100,13485,797940,22176
13587,100,13584,814685,38921
13691,100,13689,919929,144165
13788,100,13784,855711,79947
13886,100,13884,822240,46476
13988,100,13985,851788,76024
14090,100,14087,962149,186385
14193,100,14189,744428,0
14292,100,14289,858986,83222
14397,100,14393,757806,0
14497,100,14493,794118,18354
14598,100,14595,784562,8798
14697,100,14693,828806,53042
14797,100,14794,967271,191507
14895,100,14892,1001723,225959
14999,100,14996,813876,38112
15098,100,15096,942170,166406
15145,100,15143,1161308,385544
15247,100,15244,1116425,340661
15349,100,15346,891187,115423
15451,100,15447,760885,0
15552,100,15549,904320,128556
15649,100,15647,991749,215985
15750,100,15747,966814,191050
15849,100,15847,1171282,395518
15949,100,15947,1106451,330687
16052,100,16049,1025798,250034
16153,100,16150,937152,161388
16254,100,16251,901036,125272
16347,100,16346,1349604,573840
16447,100,16446,967446,191682
16553,100,16552,579329,0
16654,100,16653,727705,0
16757,100,16755,587132,0
16858,100,16857,549537,0
16956,100,16955,604430,0
17058,100,17056,604025,0
17161,100,17159,582505,0
17263,100,17261,500039,0
17362,100,17360,550260,0
17465,100,17463,469288,0
17564,100,17563,519480,0
17666,100,17664,501659,0
17762,100,17760,619776,0
17870,100,17868,417589,0
17966,100,17964,542370,0
18066,100,18064,556821,0
18165,100,18164,549826,0
18266,100,18264,598791,0
18362,100,18361,852090,76326
18463,100,18462,1489875,714111
18562,100,18561,1367231,591467
18667,100,18665,710940,0
18768,100,18767,596459,0
18870,100,18869,500325,0
18971,100,18970,532814,0
19068,100,19068,728870,0
19169,100,19167,567606,0
19269,100,19268,682905,0
19369,100,19368,554860,0
19470,100,19469,630374,0
19572,100,19570,666489,0
19672,100,19670,666489,0
19773,100,19772,562595,0
19874,100,19873,594829,0
19978,100,19976,572949,0
20079,100,20078,510395,0
20179,100,20177,540459,0
20278,100,20276,774558,0
20376,100,20373,1299532,523768
20477,100,20475,1203751,427987
20580,100,20578,992966,217202
20686,100,20682,776918,1154
20788,100,20784,773467,0
20884,100,20881,833338,57574
20986,100,20983,796029,20265
21086,100,21083,812353,36589
21187,100,21183,791368,15604
21290,100,21286,720007,0
21390,100,21386,824011,48247
21490,100,21486,801763,25999
21592,100,21589,752407,0
21690,100,21686,805358,29594
