Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
5,96,3,2921280,2025836
86,96,84,3373933,2478489
186,96,185,3525907,2630463
286,96,285,2400173,1504729
386,96,385,1403898,508454
487,96,486,1238307,342863
587,96,586,968131,72687
687,96,686,1177698,282254
788,96,787,1058010,162566
889,96,888,1067984,172540
991,96,990,868504,0
1091,96,1089,1102252,206808
1190,96,1189,862373,0
1292,96,1290,633167,0
1391,96,1390,683381,0
1497,96,1496,534133,0
1594,96,1593,552312,0
1694,96,1694,471623,0
1795,96,1795,489477,0
1896,96,1896,463812,0
1996,96,1996,1323654,428210
2097,96,2096,732450,0
2198,96,2197,468275,0
2298,96,2298,508572,0
2399,96,2398,540972,0
2500,96,2500,441494,0
2601,96,2600,489477,0
2702,96,2701,436559,0
2802,96,2802,473855,0
2902,96,2902,1339936,444492
3003,96,3003,1391198,495754
3104,96,3103,1008449,113005
3205,96,3205,571000,0
3306,96,3305,517867,0
3406,96,3405,559913,0
3507,96,3506,539352,0
3608,96,3607,539352,0
3708,96,3708,506952,0
3809,96,3808,485892,0
3909,96,3909,508140,0
4010,96,4009,534492,0
4110,96,4110,508572,0
4211,96,4210,539352,0
4312,96,4311,448772,0
4413,96,4412,447074,0
4513,96,4512,471108,0
4616,96,4615,479434,0
4715,96,4714,513432,0
4815,96,4814,505332,0
4915,96,4914,994502,99058
5016,96,5015,1481257,585813
5116,96,5116,1265022,369578
5216,96,5216,1633231,737787
5318,96,5317,1338663,443219
5418,96,5417,563784,0
5519,96,5518,643507,0
5619,96,5619,648418,0
5720,96,5719,553932,0
5821,96,5820,479434,0
5923,96,5923,412010,0
6022,96,6021,1120507,225063
6122,96,6122,547444,0
6224,96,6223,542592,0
6325,96,6324,505700,0
6425,96,6425,458694,0
6527,96,6526,448190,0
6627,96,6627,445958,0
6729,96,6729,487245,0
6828,96,6827,481666,0
6929,96,6928,493876,0
7031,96,7030,483184,0
7130,96,7130,478980,0
7231,96,7230,467159,0
7332,96,7331,1499083,603639
7436,96,7435,1022989,127545
7532,96,7532,904860,9416
7633,96,7632,1165107,269663
7734,96,7733,927770,32326
7834,96,7833,702604,0
7935,96,7934,619964,0
