Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
1,64,97,2901906,2171749
99,64,196,3025600,2295443
198,64,296,2651890,1921733
299,64,396,2305249,1575092
398,64,498,1975823,1245666
500,64,601,1030968,300811
603,64,704,886390,156233
707,64,801,917452,187295
804,64,905,860092,129935
909,64,1006,775963,45806
1009,64,1108,755895,25738
1111,64,1204,950284,220127
1207,64,1308,1026865,296708
1311,64,1406,1042214,312057
1408,64,1506,861638,131481
1508,64,1605,1096477,366320
1607,64,1705,1006710,276553
1707,64,1806,1141360,411203
1808,64,1906,946866,216709
1909,64,2007,1051593,321436
2009,64,2107,1021671,291514
2110,64,2208,1046606,316449
2210,64,2306,1308556,578399
2308,64,2408,1234611,504454
2411,64,2510,1036632,306475
2512,64,2610,1021671,291514
2612,64,2709,1581020,850863
2711,64,2810,1107880,377723
2813,64,2912,1201204,471047
2913,64,3012,1006553,276396
3013,64,3113,846968,116811
3114,64,3213,986605,256448
3214,64,3316,712454,0
3318,64,3413,966657,236500
3414,64,3515,871903,141746
3516,64,3615,812059,81902
3616,64,3713,815886,85729
3714,64,3814,1002308,272151
3815,64,3913,815675,85518
3914,64,4014,551426,0
4014,64,4114,542937,0
4115,64,4215,526435,0
4216,64,4315,487511,0
4316,64,4416,535068,0
4417,64,4517,569469,0
4519,64,4617,817516,87359
4618,64,4718,598710,0
4719,64,4818,640051,0
4819,64,4919,529632,0
4920,64,5019,537732,0
5020,64,5120,651227,0
5121,64,5221,676339,0
5222,64,5321,904735,174578
5322,64,5421,869826,139669
5422,64,5522,879800,149643
5523,64,5622,913006,182849
5623,64,5723,994502,264345
5723,64,5823,954605,224448
5824,64,5923,987437,257280
5924,64,6024,1225175,495018
6025,64,6124,1065591,335434
6125,64,6225,1029351,299194
6226,64,6329,1104157,374000
6330,64,6425,1488456,758299
6426,64,6526,1132375,402218
6526,64,6626,1085539,355382
6627,64,6727,814910,84753
6727,64,6827,716425,0
6828,64,6928,626313,0
6929,64,7029,529632,0
7029,64,7130,544212,0
7131,64,7230,606204,0
7231,64,7331,460464,0
7331,64,7432,571752,0
7432,64,7533,600912,0
7534,64,7633,562377,0
7633,64,7733,580936,0
7734,64,7834,840858,110701
7835,64,7934,865323,135166
7935,64,8034,860312,130155
8035,64,8135,873134,142977
8136,64,8236,748684,18527
8237,64,8337,886578,156421
8338,64,8437,912843,182686
8438,64,8538,718115,0
8539,64,8639,638140,0
8639,64,8740,1142021,411864
8741,64,8841,1188506,458349
8842,64,8942,1224357,494200
8942,64,9042,1102465,372308
9043,64,9143,873022,142865
9143,64,9244,450507,0
9244,64,9344,578664,0
9345,64,9445,513432,0
9446,64,9559,481795,0
9561,64,9657,509760,0
9658,64,9755,527081,0
9756,64,9854,640760,0
9855,64,9955,657082,0
9956,64,10056,647755,0
10057,64,10154,847065,116908
10155,64,10252,1525725,795568
10253,64,10352,1105814,375657
10353,64,10453,1191470,461313
10454,64,10554,1079306,349149
10555,64,10655,1176111,445954
10656,64,10755,1096319,366162
10756,64,10855,1071384,341227
10856,64,10957,1066397,336240
10958,64,11060,1210647,480490
11061,64,11158,1131218,401061
11159,64,11261,1211010,480853
11262,64,11361,1136205,406048
11362,64,11461,1036465,306308
11462,64,11564,752589,22432
11565,64,11662,991582,261425
11663,64,11766,745286,15129
11767,64,11865,696038,0
11866,64,11968,650087,0
11970,64,12071,529200,0
12073,64,12168,727145,0
12170,64,12269,604430,0
12270,64,12370,522994,0
12371,64,12472,704833,0
12473,64,12567,1015618,285461
12568,64,12666,780035,49878
12667,64,12768,1310622,580465
12771,64,12864,1454289,724132
12865,64,12965,977780,247623
12965,64,13066,500636,0
13066,64,13166,867556,137399
13167,64,13266,650015,0
13267,64,13367,709285,0
13368,64,13468,825085,94928
13469,64,13569,767152,36995
13570,64,13669,788082,57925
13670,64,13769,778232,48075
13770,64,13871,548854,0
13872,64,13970,1336891,606734
13970,64,14070,800008,69851
14071,64,14171,696038,0
14172,64,14272,622296,0
14272,64,14372,629291,0
14373,64,14473,563652,0
14473,64,14574,550692,0
14574,64,14674,516730,0
14675,64,14775,522953,0
14776,64,14875,824124,93967
14876,64,14981,922579,192422
14982,64,15080,1240164,510007
15081,64,15181,1389117,658960
15182,64,15281,1299076,568919
15282,64,15382,1736452,1006295
15383,64,15483,1392287,662130
15483,64,15579,1530256,800099
15580,64,15680,1254817,524660
15681,64,15781,1114180,384023
15781,64,15881,1272060,541903
15882,64,15982,1157667,427510
15983,64,16082,1139115,408958
16083,64,16183,894751,164594
16184,64,16284,755115,24958
16284,64,16384,926004,195847
16385,64,16485,578693,0
16486,64,16585,529632,0
16586,64,16686,528795,0
16686,64,16787,516258,0
16789,64,16888,520206,0
16888,64,16988,480550,0
16989,64,17089,422525,0
17089,64,17190,545832,0
17192,64,17290,667332,0
17291,64,17340,646429,0
17341,64,17440,773922,43765
17441,64,17541,847065,116908
17542,64,17642,1149099,418942
17643,64,17742,1514215,784058
17743,64,17842,895979,165822
17843,64,17943,974553,244396
17943,64,18043,804384,74227
18044,64,18143,804384,74227
18144,64,18244,896428,166271
18244,64,18344,1124154,393997
18345,64,18445,1094232,364075
18445,64,18545,1144102,413945
18546,64,18646,771666,41509
18647,64,18746,579433,0
18747,64,18848,664536,0
18849,64,18949,567558,0
18950,64,19049,565271,0
19050,64,19151,491709,0
19151,64,19252,589615,0
19252,64,19352,596225,0
19353,64,19453,589572,0
19453,64,19553,710841,0
19554,64,19653,1271119,540962
19654,64,19754,1299262,569105
19755,64,19855,1213930,483773
19855,64,19955,1127447,397290
19956,64,20056,820800,90643
20056,64,20155,984528,254371
20156,64,20256,944621,214464
20257,64,20356,959582,229425
20357,64,20457,1034388,304231
20458,64,20557,894751,164594
20558,64,20658,930991,200834
20658,64,20758,1164050,433893
20758,64,20858,909712,179555
20859,64,20959,994492,264335
20960,64,21059,755115,24958
21060,64,21161,673056,0
21162,64,21261,574560,0
21262,64,21361,550357,0
21362,64,21461,1831021,1100864
21462,64,21562,819956,89799
21563,64,21663,750138,19981
21663,64,21764,515051,0
21765,64,21865,547452,0
21866,64,21964,707073,0
21965,64,22065,793445,63288
22066,64,22166,863481,133324
22166,64,22266,853746,123589
22267,64,22367,625265,0
22368,64,22468,757161,27004
22468,64,22570,719740,0
22571,64,22672,694103,0
22673,64,22772,617656,0
22773,64,22873,776822,46665
22874,64,22973,850186,120029
22974,64,23073,803409,73252
23074,64,23174,879877,149720
23175,64,23275,853746,123589
23276,64,23375,652804,0
23376,64,23475,529876,0
23476,64,23586,552268,0
23588,64,23684,624439,0
23685,64,23786,595883,0
23787,64,23881,1448438,718281
23882,64,23980,1281942,551785
23981,64,24081,851736,121579
24082,64,24181,1009478,279321
