Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
41,100,38,3020180,1987663
96,100,92,3039284,2006767
191,100,190,2832216,1799699
292,100,291,2184781,1152264
392,100,391,2399695,1367178
493,100,492,1582492,549975
595,100,594,934341,0
695,100,694,848494,0
795,100,794,782773,0
896,100,895,771433,0
996,100,995,1013137,0
1097,100,1096,713527,0
1198,100,1196,713527,0
1298,100,1297,781153,0
1398,100,1397,755233,0
1499,100,1498,803833,0
1600,100,1599,850565,0
1701,100,1700,748753,0
1802,100,1800,866308,0
1902,100,1901,1114917,82400
2003,100,2002,764953,0
2104,100,2103,691439,0
2207,100,2206,723663,0
2304,100,2303,1689574,657057
2405,100,2404,797023,0
2508,100,2507,722930,0
2609,100,2608,707258,0
2708,100,2707,709539,0
2808,100,2807,696149,0
2908,100,2907,1845240,812723
3009,100,3008,1687497,654980
3109,100,3108,1177057,144540
3210,100,3209,886897,0
3310,100,3309,750373,0
3411,100,3410,806743,0
3511,100,3510,679361,0
3613,100,3612,717350,0
3714,100,3713,724046,0
3814,100,3813,744097,0
3915,100,3914,766418,0
4015,100,4014,769813,0
4116,100,4115,690568,0
4217,100,4216,625572,0
4318,100,4317,762127,0
4418,100,4417,745291,0
4518,100,4517,775869,0
4619,100,4618,795733,0
4720,100,4719,800593,0
4821,100,4820,739964,0
4922,100,4921,1909770,877253
5021,100,5020,1709008,676491
5122,100,5121,1615796,583279
5222,100,5221,1278802,246285
5323,100,5322,811594,0
5423,100,5422,806448,0
5539,100,5536,817645,0
5639,100,5636,781873,0
5736,100,5734,886966,0
5842,100,5838,766658,0
5933,100,5931,1490450,457933
6034,100,6032,1093454,60937
6128,100,6127,1509319,476802
6228,100,6227,791564,0
6329,100,6328,872952,0
6429,100,6428,722880,0
6531,100,6530,829753,0
6632,100,6631,781349,0
6732,100,6731,738552,0
6832,100,6831,673338,0
6933,100,6932,724623,0
7037,100,7033,717491,0
7154,100,7152,748048,0
7249,100,7246,841897,0
7351,100,7348,769273,0
7450,100,7446,763388,0
7554,100,7549,817016,0
7646,100,7644,1305931,273414
7745,100,7743,1423278,390761
7846,100,7844,1186665,154148
7951,100,7948,884620,0
8048,100,8046,1638381,605864
8148,100,8146,1642935,610418
8248,100,8246,2105372,1072855
8349,100,8347,1380257,347740
8450,100,8448,1208175,175658
8545,100,8544,812390,0
8645,100,8644,781153,0
8747,100,8746,708129,0
8847,100,8847,985934,0
8949,100,8948,552347,0
9050,100,9050,549417,0
9150,100,9150,489477,0
9251,100,9250,443726,0
9353,100,9352,456001,0
