Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
20,100,18,3553788,2502769
88,100,87,3819462,2768443
186,100,185,3993841,2942822
286,100,285,3220319,2169300
387,100,386,2395084,1344065
495,100,493,1705505,654486
597,100,595,1579474,528455
699,100,697,1708123,657104
797,100,794,1713304,662285
898,100,896,1863876,812857
999,100,996,1952180,901161
1098,100,1096,1555562,504543
1206,100,1202,1183541,132522
1306,100,1302,1401083,350064
1407,100,1404,1374589,323570
1506,100,1503,1353670,302651
1606,100,1603,1382579,331560
1708,100,1705,1379296,328277
1810,100,1807,1408845,357826
1906,100,1903,1579571,528552
2008,100,2005,1518676,467657
2107,100,2104,1362880,311861
2209,100,2207,1461376,410357
2309,100,2306,1435110,384091
2405,100,2403,2215211,1164192
2505,100,2503,1835196,784177
2610,100,2608,1670665,619646
2713,100,2710,1295899,244880
2817,100,2813,1250366,199347
2908,100,2906,2566545,1515526
3007,100,3005,1985768,934749
3111,100,3108,1204227,153208
3216,100,3213,1300985,249966
3314,100,3311,1339725,288706
3417,100,3414,1349218,298199
3513,100,3511,1584461,533442
3614,100,3612,1624358,573339
3715,100,3713,1459786,408767
3813,100,3811,1612923,561904
3914,100,3912,1727644,676625
4015,100,4013,1509656,458637
4134,100,4130,1103500,52481
4227,100,4224,1266566,215547
4322,100,4320,1359248,308229
4422,100,4419,1281156,230137
4526,100,4523,1219453,168434
4626,100,4623,1295899,244880
4725,100,4722,1286995,235976
4826,100,4823,1377660,326641
4920,100,4919,2423143,1372124
5021,100,5019,2415973,1364954
5123,100,5121,2107659,1056640
5222,100,5220,2093319,1042300
5324,100,5322,1654280,603261
5425,100,5422,1624358,573339
5525,100,5523,1574487,523468
5628,100,5626,1490925,439906
5729,100,5726,1307066,256047
5832,100,5829,1420844,369825
5937,100,5933,1257676,206657
6027,100,6025,2270990,1219971
6130,100,6128,1333331,282312
6231,100,6229,1441590,390571
6333,100,6331,1364504,313485
6432,100,6429,1428544,377525
6533,100,6530,1389146,338127
6630,100,6628,1604409,553390
6747,100,6743,1095662,44643
6838,100,6835,1354613,303594
6938,100,6935,1364826,313807
7043,100,7040,1219586,168567
7141,100,7138,1335960,284941
7242,100,7239,1328965,277946
7339,100,7337,1395712,344693
7442,100,7439,1335960,284941
7544,100,7541,1313100,262081
7646,100,7643,1235786,184767
7743,100,7740,1415028,364009
7847,100,7843,1276788,225769
7945,100,7942,1333628,282609
8041,100,8039,2063596,1012577
8140,100,8138,1849536,798517
8241,100,8239,2045098,994079
8343,100,8341,1594435,543416
8445,100,8443,1412128,361109
8543,100,8541,2050299,999280
8644,100,8642,1539578,488559
8744,100,8742,1667859,616840
8847,100,8844,881921,0
8948,100,8946,1390657,339638
9048,100,9045,1562732,511713
9150,100,9147,1485703,434684
