Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
83,44,82,2342731,1713853
100,44,99,3695452,3066574
201,44,200,2948738,2319860
301,44,300,2356723,1727845
401,44,400,2685334,2056456
502,44,501,2182701,1553823
601,44,600,1411016,782138
701,44,700,1149282,520404
802,44,801,1126501,497623
902,44,901,1146268,517390
1003,44,1002,1205568,576690
1103,44,1102,827414,198536
1227,44,1223,664830,35952
1310,44,1308,1968205,1339327
1405,44,1404,1142148,513270
1519,44,1516,678813,49935
1618,44,1615,851991,223113
1720,44,1717,779710,150832
1818,44,1815,950909,322031
1918,44,1915,1111438,482560
2016,44,2014,1674231,1045353
2117,44,2114,1322897,694019
2218,44,2215,1186665,557787
2318,44,2316,1265536,636658
2420,44,2417,1136373,507495
2525,44,2522,855711,226833
2633,44,2628,779947,151069
2727,44,2724,844996,216118
2831,44,2827,794118,165240
2925,44,2922,1445567,816689
3024,44,3022,1903674,1274796
3124,44,3122,1494979,866101
3229,44,3226,1223045,594167
3330,44,3327,905913,277035
3429,44,3426,1314254,685376
3531,44,3528,1038760,409882
3628,44,3626,1168725,539847
3728,44,3725,960792,331914
3836,44,3832,783197,154319
,,,,
