Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
14,64,13,3043719,2369295
98,64,97,3003762,2329338
199,64,198,3638141,2963717
299,64,299,1873104,1198680
409,64,406,1224266,549842
501,64,500,1234745,560321
601,64,600,1774215,1099791
707,64,705,665744,0
821,64,817,134172,0
920,64,916,254186,0
1025,64,1020,197640,0
1124,64,1121,218700,0
1214,64,1213,1502164,827740
1312,64,1309,1669682,995258
1413,64,1411,1150814,476390
1507,64,1506,1308556,634132
1608,64,1607,761057,86633
1709,64,1708,760093,85669
1810,64,1809,754465,80041
1912,64,1911,774654,100230
2012,64,2011,1371550,697126
2112,64,2111,894942,220518
2212,64,2211,803013,128589
2314,64,2312,756853,82429
2414,64,2413,783625,109201
2515,64,2514,822007,147583
2615,64,2614,770241,95817
2717,64,2716,797353,122929
2815,64,2815,1094745,420321
2915,64,2915,944190,269766
3017,64,3015,1932355,1257931
3117,64,3116,1588190,913766
3217,64,3216,994462,320038
3318,64,3317,812181,137757
3418,64,3418,802213,127789
3520,64,3518,732923,58499
3636,64,3633,821378,146954
3736,64,3732,790296,115872
3833,64,3830,852922,178498
3931,64,3928,1216165,541741
4034,64,4031,947001,272577
,,4132,966700,292276
