Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
11,73,10,3148446,2453906
88,73,87,3365956,2671416
187,73,186,3796211,3101671
286,73,285,2574421,1879881
387,73,386,989126,294586
488,73,487,808805,114265
596,73,594,1020642,326102
699,73,696,835670,141130
803,73,800,720007,25467
902,73,899,808298,113758
1004,73,1000,803026,108486
1111,73,1105,739447,44907
1198,73,1196,1688571,994031
1302,73,1299,1146347,451807
1402,73,1400,1116425,421885
1504,73,1501,858355,163815
1605,73,1602,887904,193364
1704,73,1701,1071542,377002
1803,73,1801,1046606,352066
1908,73,1905,807690,113150
2005,73,2003,1006710,312170
2107,73,2104,1231126,536586
2209,73,2206,930585,236045
2310,73,2307,963417,268877
2415,73,2412,771184,76644
2517,73,2513,729727,35187
2618,73,2614,807450,112910
2716,73,2713,875128,180588
2814,73,2810,960134,265594
2910,73,2908,1437618,743078
3010,73,3007,1975375,1280835
3113,73,3110,1394598,700058
3216,73,3213,930585,236045
3313,73,3311,1026658,332118
3414,73,3412,1181256,486716
3517,73,3514,1126399,431859
3614,73,3612,1518262,823722
3715,73,3713,1181434,486894
3819,73,3816,973267,278727
3914,73,3912,1065125,370585
4019,73,4016,865117,170577
4118,73,4115,930585,236045
4215,73,4213,1137949,443409
4317,73,4314,1624435,929895
4423,73,4420,1030970,336430
4523,73,4520,833399,138859
4628,73,4625,752407,57867
4731,73,4728,766987,72447
4822,73,4819,1669807,975267
4922,73,4920,1480639,786099
5020,73,5018,2054246,1359706
5121,73,5119,2054246,1359706
5221,73,5219,1989715,1295175
5322,73,5320,2004056,1309516
5418,73,5416,1416575,722035
5518,73,5517,938322,243782
5619,73,5618,730933,36393
5720,73,5719,714003,19463
5820,73,5819,710606,16066
5922,73,5920,709728,15188
6023,73,6022,741899,47359
6122,73,6122,665527,0
6222,73,6221,682265,0
6324,73,6322,752407,57867
6425,73,6423,711907,17367
6526,73,6524,727693,33153
6627,73,6626,827803,133263
6727,73,6726,790873,96333
6828,73,6827,731857,37317
6929,73,6928,732972,38432
7030,73,7029,775525,80985
7130,73,7129,779533,84993
7231,73,7230,693917,0
7332,73,7331,801445,106905
7432,73,7431,755233,60693
7536,73,7535,718466,23926
7635,73,7634,757705,63165
7734,73,7733,831787,137247
7835,73,7834,870484,175944
7937,73,7935,1811048,1116508
8037,73,8035,1752028,1057488
8137,73,8135,1430599,736059
8238,73,8237,1514739,820199
8336,73,8335,1526533,831993
8437,73,8436,1681053,986513
8538,73,8537,1102252,407712
8639,73,8638,777780,83240
8740,73,8739,721814,27274
8841,73,8839,717350,22810
8941,73,8940,855673,161133
9043,73,9041,781153,86613
9142,73,9141,1231126,536586
9243,73,9242,766970,72430
9343,73,9342,682747,0
9444,73,9443,732553,38013
9545,73,9544,826183,131643
9646,73,9645,759325,64785
9746,73,9745,764953,70413
9847,73,9846,748753,54213
9948,73,9947,716234,21694
10049,73,10048,774299,79759
10149,73,10148,852261,157721
10249,73,10248,756758,62218
10349,73,10348,772047,77507
10450,73,10449,776865,82325
10562,73,10558,734039,39499
10665,73,10661,1034612,340072
10757,73,10755,1175637,481097
10858,73,10857,1014583,320043
10959,73,10957,985902,291362
11059,73,11057,914201,219661
11161,73,11159,864011,169471
11261,73,11259,756459,61919
11362,73,11360,950052,255512
11457,73,11456,1014583,320043
11557,73,11556,1364843,670303
11658,73,11657,1350503,655963
11758,73,11757,1148249,453709
11860,73,11859,1266451,571911
11959,73,11958,1802219,1107679
12060,73,12059,1357673,663133
12160,73,12159,1220268,525728
12260,73,12259,918374,223834
12360,73,12359,1324545,630005
12460,73,12459,1450884,756344
12560,73,12560,1384653,690113
12662,73,12660,1080705,386165
12762,73,12761,1136991,442451
12863,73,12862,1011697,317157
12963,73,12962,1121412,426872
13064,73,13063,1177698,483158
13164,73,13163,1136474,441934
13265,73,13264,1278802,584262
13365,73,13364,1459596,765056
13466,73,13465,996274,301734
13566,73,13565,1198980,504440
