Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
12,100,10,3068641,1851707
91,100,89,3051804,1834870
193,100,191,3222952,2006018
303,100,301,3061192,1844258
397,100,395,3861160,2644226
490,100,489,3132495,1915561
594,100,593,2854144,1637210
696,100,694,2147457,930523
797,100,795,2082927,865993
898,100,896,1918014,701080
997,100,996,1236856,19922
1098,100,1096,1545170,328236
1204,100,1202,861289,0
1309,100,1305,723247,0
1410,100,1407,843808,0
1509,100,1506,826608,0
1612,100,1609,749167,0
1712,100,1708,828675,0
1809,100,1806,863649,0
1913,100,1909,881036,0
2012,100,2009,757806,0
2110,100,2107,947748,0
2214,100,2210,808298,0
2311,100,2309,844555,0
2415,100,2413,937152,0
2508,100,2508,1121038,0
2612,100,2611,712319,0
2709,100,2708,980798,0
2811,100,2810,682905,0
2913,100,2912,618375,0
3014,100,3013,647755,0
3120,100,3118,563220,0
3226,100,3225,494585,0
3320,100,3319,722368,0
3423,100,3422,729934,0
3518,100,3517,764985,0
3625,100,3623,985464,0
3723,100,3722,1208254,0
3817,100,3817,1638381,421447
3920,100,3919,1494979,278045
4016,100,4016,1559977,343043
4117,100,4116,1353539,136605
4218,100,4218,1241100,24166
4319,100,4318,1271022,54088
4419,100,4419,1096477,0
4522,100,4519,1231126,14192
4623,100,4621,2434261,1217327
4724,100,4722,1287046,70112
4825,100,4823,1373305,156371
4926,100,4924,1724422,507488
5026,100,5024,1523659,306725
5131,100,5127,1021753,0
5228,100,5226,1530829,313895
5329,100,5326,1226139,9205
5429,100,5427,1106451,0
5526,100,5524,1588190,371256
5632,100,5630,920736,0
5733,100,5730,917559,0
5838,100,5834,790296,0
5940,100,5937,801763,0
6040,100,6036,844996,0
6138,100,6136,817016,0
6243,100,6238,789037,0
6340,100,6337,911508,0
6441,100,6438,1006710,0
6543,100,6539,887904,0
6644,100,6640,858500,0
6745,100,6742,682516,0
6844,100,6841,791368,0
6949,100,6946,817016,0
7046,100,7043,844957,0
7151,100,7148,833264,0
7240,100,7238,1932355,715421
7345,100,7342,874771,0
7443,100,7442,1031645,0
7543,100,7540,1096477,0
7646,100,7643,822240,0
7745,100,7743,864921,0
7846,100,7844,1036632,0
7947,100,7945,976788,0
8043,100,8041,928541,0
8144,100,8143,792310,0
8246,100,8245,1093454,0
8345,100,8343,1201005,0
8441,100,8440,1344407,127473
8541,100,8540,1119912,0
8641,100,8640,1251691,34757
8742,100,8742,1281288,64354
8842,100,8841,1307482,90548
8943,100,8942,1536925,319991
9043,100,9042,1106720,0
9144,100,9143,731785,0
9258,100,9255,757267,0
9358,100,9355,828547,0
9460,100,9457,791287,0
9560,100,9557,777998,0
9663,100,9659,791287,0
9762,100,9759,758887,0
9867,100,9863,661064,0
9958,100,9956,978427,0
10065,100,10062,750787,0
10165,100,10162,855275,0
10266,100,10263,834253,0
10365,100,10362,824011,0
