Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
10,100,9,4477675,2936573
110,100,110,3439360,1898258
213,100,212,3274502,1733400
312,100,311,3946675,2405573
418,100,416,2444654,903552
519,100,517,1935577,394475
617,100,615,1799345,258243
720,100,718,1639319,98217
820,100,818,1494695,0
923,100,921,1260306,0
1022,100,1020,1579474,38372
1125,100,1122,1359597,0
1227,100,1224,1385862,0
1275,100,1273,1527040,0
1378,100,1375,1291659,0
1477,100,1475,1297890,0
1578,100,1575,1303468,0
1681,100,1678,1377930,0
1780,100,1777,1448496,0
1881,100,1878,1510624,0
1979,100,1977,1489708,0
2084,100,2081,1319639,0
2184,100,2182,1349950,0
2286,100,2283,1311189,0
2384,100,2381,1420606,0
2484,100,2481,1395505,0
2587,100,2584,1254352,0
2686,100,2683,1298654,0
2786,100,2783,1429226,0
2883,100,2881,1719111,178009
2984,100,2982,1714124,173022
3087,100,3085,1465229,0
3194,100,3190,1235786,0
3293,100,3290,1280610,0
3389,100,3386,1830180,289078
3488,100,3485,1590441,49339
3589,100,3586,1316915,0
3687,100,3685,1614384,73282
3787,100,3785,1564513,23411
3894,100,3891,1352282,0
3992,100,3989,1307066,0
4092,100,4090,1479174,0
4190,100,4188,1533347,0
4294,100,4292,1276440,0
4393,100,4391,1434551,0
4494,100,4492,1417817,0
4596,100,4593,1291659,0
4695,100,4693,1336936,0
4795,100,4793,1477792,0
4896,100,4894,1504058,0
5000,100,4996,1228704,0
5094,100,5092,1842366,301264
5193,100,5191,2064639,523537
5293,100,5292,1466090,0
5394,100,5392,1460461,0
5518,100,5514,1124811,0
5606,100,5603,1305446,0
5704,100,5701,1265321,0
5808,100,5804,1287626,0
5905,100,5902,1314975,0
6010,100,6006,1279526,0
6106,100,6103,1217046,0
6206,100,6203,1362037,0
6306,100,6304,1369446,0
6409,100,6406,1500774,0
6504,100,6502,2014448,473346
6603,100,6601,1806515,265413
6709,100,6706,1379296,0
6811,100,6807,1289523,0
6914,100,6910,1225186,0
7011,100,7008,1468018,0
7110,100,7108,1450503,0
7216,100,7212,1242266,0
7313,100,7310,1331297,0
7415,100,7412,1313559,0
7516,100,7513,1328389,0
7615,100,7612,1335960,0
7719,100,7716,1329746,0
7816,100,7813,1384925,0
7914,100,7912,1513907,0
8023,100,8019,1249097,0
8121,100,8118,1263326,0
8222,100,8219,1217966,0
8324,100,8321,1240646,0
8421,100,8418,1284664,0
8523,100,8519,1341767,0
8624,100,8621,1256846,0
8723,100,8720,1292521,0
8826,100,8823,1317307,0
8921,100,8919,1778955,237853
9024,100,9021,1356459,0
9124,100,9122,1426184,0
9218,100,9217,1713304,172202
9321,100,9319,1455181,0
9421,100,9419,1878216,337114
9522,100,9520,1799345,258243
9622,100,9620,2043129,502027
9722,100,9720,2007278,466176
