Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
20,64,18,2364799,1605803
91,64,90,2623134,1864138
191,64,190,2550504,1791508
292,64,291,2441809,1682813
392,64,391,3534886,2775890
492,64,491,2831868,2072872
593,64,592,1868719,1109723
693,64,692,1170876,411880
794,64,793,973231,214235
901,64,899,988192,229196
1006,64,1002,1030046,271050
1101,64,1099,1408938,649942
1205,64,1202,983116,224120
1310,64,1307,919858,160862
1421,64,1418,1000738,241742
1506,64,1503,1251074,492078
1609,64,1606,963417,204421
1711,64,1708,953568,194572
1812,64,1809,924019,165023
1915,64,1911,914169,155173
2013,64,2010,1523659,764663
2109,64,2106,1041619,282623
2212,64,2209,907603,148607
2313,64,2310,1131386,372390
2409,64,2407,1473469,714473
2510,64,2508,1157985,398989
2611,64,2609,1165155,406159
2711,64,2709,1365917,606921
2807,64,2805,1272706,513710
2910,64,2908,1149740,390744
3024,64,3020,655743,0
3118,64,3115,950537,191541
3219,64,3217,785714,26718
3322,64,3320,813680,54684
3420,64,3419,745286,0
3526,64,3525,827366,68370
3624,64,3622,657421,0
3724,64,3722,981618,222622
3826,64,3825,748569,0
3924,64,3923,761702,2706
4022,64,4021,1046449,287453
4126,64,4124,931747,172751
4222,64,4221,901825,142829
4323,64,4322,1195901,436905
4421,64,4420,1124200,365204
4522,64,4521,1002308,243312
4626,64,4625,1210241,451245
4723,64,4722,1053367,294371
4825,64,4823,851955,92959
4923,64,4922,1237592,478596
5025,64,5024,856942,97946
5123,64,5122,1812529,1053533
5224,64,5223,1432514,673518
5326,64,5325,1125580,366584
5427,64,5425,921773,162777
5528,64,5527,871903,112907
5628,64,5628,906812,147816
5732,64,5730,735436,0
5834,64,5832,704833,0
5932,64,5931,817516,58520
6035,64,6033,587132,0
6137,64,6136,551926,0
6236,64,6235,657082,0
6340,64,6339,519480,0
6441,64,6439,567036,0
6541,64,6539,645573,0
6642,64,6641,593972,0
6740,64,6739,671072,0
6844,64,6842,606260,0
6941,64,6940,713200,0
7040,64,7039,673056,0
7141,64,7139,797817,38821
7243,64,7241,771552,12556
7347,64,7345,538548,0
7448,64,7447,605786,0
7546,64,7543,976631,217635
7643,64,7642,1026501,267505
7746,64,7745,787968,28972
7844,64,7843,930607,171611
7943,64,7942,1267602,508606
8044,64,8043,1125580,366584
8146,64,8144,1198059,439063
8246,64,8245,1060047,301051
8358,64,8357,640648,0
8455,64,8454,501659,0
8553,64,8551,565384,0
8654,64,8652,670775,0
8753,64,8752,676339,0
