Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
39,87,37,3017237,2349350
140,87,138,2816524,2148637
242,87,240,2435783,1767896
337,87,336,2725739,2057852
438,87,437,1678905,1011018
538,87,537,1255363,587476
639,87,638,971396,303509
739,87,738,833665,165778
839,87,838,928732,260845
942,87,941,1515488,847601
1040,87,1039,1926587,1258700
1141,87,1140,976557,308670
1242,87,1240,873377,205490
1342,87,1341,886328,218441
1443,87,1442,773467,105580
1544,87,1543,750787,82900
1644,87,1643,913473,245586
1744,87,1743,828519,160632
1845,87,1844,784562,116675
1946,87,1944,734219,66332
2047,87,2046,804247,136360
2097,87,2096,799387,131500
2197,87,2196,877161,209274
2298,87,2297,801858,133971
2399,87,2397,819265,151378
2499,87,2498,878436,210549
2599,87,2598,822067,154180
2700,87,2699,891313,223426
2802,87,2800,810727,142840
2902,87,2901,810456,142569
3003,87,3002,571670,0
3103,87,3102,926931,259044
3203,87,3202,900335,232448
3304,87,3303,1219979,552092
3405,87,3404,1029085,361198
3505,87,3504,975638,307751
3605,87,3604,842337,174450
3707,87,3706,1018354,350467
3808,87,3807,664536,0
3908,87,3907,781401,113514
4008,87,4008,914709,246822
4109,87,4108,779500,111613
4210,87,4209,560023,0
4310,87,4309,857592,189705
4411,87,4410,577806,0
4512,87,4511,1295511,627624
4612,87,4611,1321944,654057
4712,87,4711,835750,167863
4812,87,4812,834917,167030
4913,87,4913,682905,15018
5013,87,5013,1169047,501160
5114,87,5113,656640,0
5214,87,5213,1057629,389742
5314,87,5313,844891,177004
5415,87,5414,939644,271757
5515,87,5514,1164060,496173
5616,87,5615,1308113,640226
5716,87,5715,1250722,582835
5816,87,5816,933282,265395
5917,87,5916,1284617,616730
6017,87,6016,1703501,1035614
6117,87,6117,1217671,549784
6218,87,6217,1621611,953724
6318,87,6318,1765013,1097126
6419,87,6418,1617460,949573
6519,87,6518,1793694,1125807
6620,87,6619,1539841,871954
6720,87,6719,1059820,391933
6820,87,6820,1034388,366501
6921,87,6920,1059333,391446
7021,87,7021,1104216,436329
7122,87,7121,906812,238925
7222,87,7222,379845,0
7324,87,7323,760112,92225
7424,87,7423,932542,264655
7524,87,7524,720931,53044
7625,87,7624,748205,80318
7725,87,7724,1135804,467917
7826,87,7825,1171124,503237
7926,87,7925,1019706,351819
8027,87,8026,1169047,501160
8127,87,8127,1036475,368588
8229,87,8229,1140455,472568
8329,87,8328,1658864,990977
8430,87,8428,819248,151361
8530,87,8529,992424,324537
8630,87,8630,557172,0
8731,87,8730,875923,208036
8831,87,8831,843896,176009
8932,87,8931,1412420,744533
9033,87,9032,906802,238915
9133,87,9132,799998,132111
9233,87,9232,904725,236838
9334,87,9333,735436,67549
9434,87,9434,702044,34157
9535,87,9534,645613,0
9637,87,9636,475615,0
9737,87,9736,610200,0
9837,87,9837,647944,0
9939,87,9938,673403,5516
10038,87,10037,1092538,424651
10138,87,10138,1089255,421368
10239,87,10238,1129151,461264
10339,87,10338,1270118,602231
10439,87,10438,1057753,389866
10541,87,10540,1362669,694782
10640,87,10640,1069307,401420
10742,87,10741,1086622,418735
