Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
42,100,40,2506151,1503888
145,100,143,2475651,1473388
243,100,241,2973003,1970740
345,100,343,1577728,575465
447,100,445,1928924,926661
553,100,549,1344289,342026
649,100,646,1550238,547975
750,100,747,1354112,351849
850,100,848,1136373,134110
955,100,952,908702,0
1058,100,1054,1015054,12791
1157,100,1153,812353,0
1260,100,1256,945257,0
1359,100,1355,861318,0
1461,100,1457,886966,0
1560,100,1556,875308,0
1658,100,1655,1052064,49801
1759,100,1756,928225,0
1859,100,1856,894470,0
1907,100,1905,1550294,548031
2005,100,2003,1688571,686308
2106,100,2104,1387428,385165
2208,100,2206,1046606,44343
2311,100,2307,1031645,29382
2408,100,2406,1227070,224807
2513,100,2510,861289,0
2612,100,2609,1019232,16969
2712,100,2708,1056580,54317
2809,100,2807,1285443,283180
2911,100,2908,1172325,170062
3012,100,3009,1380257,377994
3109,100,3107,1272706,270443
3209,100,3207,1494979,492716
3310,100,3308,1265536,263273
3410,100,3408,1100624,98361
3511,100,3508,1244493,242230
3614,100,3612,889469,0
3713,100,3711,1258366,256103
3815,100,3813,817204,0
3918,100,3915,907603,0
4022,100,4019,910282,0
4119,100,4116,1045497,43234
4217,100,4215,1325879,323616
4318,100,4315,1126399,124136
4418,100,4416,1191230,188967
4519,100,4517,1151334,149071
4618,100,4615,1423278,421015
4720,100,4718,1111438,109175
4822,100,4818,1101464,99201
4923,100,4920,976550,0
5021,100,5019,951695,0
5123,100,5121,702604,0
5224,100,5223,1270864,268601
5323,100,5322,1360257,357994
5423,100,5421,1146189,143926
5522,100,5521,1634225,631962
5623,100,5622,1615265,613002
5735,100,5733,715830,0
5829,100,5828,1353573,351310
5926,100,5925,1425209,422946
6028,100,6026,1325469,323206
6130,100,6128,1305521,303258
6231,100,6229,1690611,688348
6331,100,6329,1448578,446315
6431,100,6430,1198503,196240
6532,100,6530,1181088,178825
6636,100,6635,725953,0
6743,100,6740,587770,0
6841,100,6840,640687,0
6944,100,6942,589464,0
7042,100,7040,517525,0
7139,100,7137,820800,0
7245,100,7243,883180,0
7340,100,7338,820800,0
7443,100,7442,745286,0
7546,100,7544,732153,0
7640,100,7639,1279565,277302
7740,100,7739,961670,0
7840,100,7838,1283715,281452
7938,100,7937,1023819,21556
8040,100,8039,1425344,423081
8140,100,8139,1497045,494782
8242,100,8241,1446854,444591
8341,100,8340,1489875,487612
8446,100,8445,1023819,21556
8542,100,8541,1478328,476065
8643,100,8642,1471158,468895
8753,100,8748,1278272,276009
8846,100,8845,1372940,370677
8945,100,8944,1363607,361344
9041,100,9041,1327756,325493
9141,100,9140,1094232,91969
9241,100,9240,765099,0
9342,100,9341,692755,0
9446,100,9445,552312,0
9544,100,9543,727031,0
9644,100,9643,692485,0
9745,100,9744,687154,0
9845,100,9844,575663,0
9945,100,9944,680055,0
10045,100,10045,696909,0
10146,100,10145,798550,0
10246,100,10246,796870,0
10347,100,10346,706046,0
10447,100,10446,856915,0
10548,100,10547,803409,0
