Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
26,64,25,710633,134585
107,64,106,3117677,2541629
208,64,206,2703135,2127087
313,64,302,2666300,2090252
402,64,402,2906916,2330868
504,64,503,1888572,1312524
604,64,603,2246547,1670499
707,64,706,1847744,1271696
805,64,804,970776,394728
910,64,909,692755,116707
1012,64,1011,577806,1758
1117,64,1116,567216,0
1219,64,1217,598675,22627
1319,64,1317,580594,4546
1420,64,1419,545400,0
1523,64,1521,543780,0
1621,64,1619,551926,0
1722,64,1720,565304,0
1822,64,1821,587132,11084
1924,64,1923,553500,0
2023,64,2021,615112,39064
2119,64,2118,1156163,580115
2224,64,2223,533505,0
2327,64,2325,498419,0
2425,64,2424,643476,67428
2527,64,2526,507969,0
2628,64,2627,473568,0
2727,64,2726,540283,0
2828,64,2826,580137,4089
2928,64,2927,528841,0
3029,64,3027,624439,48391
3125,64,3124,1676297,1100249
3225,64,3224,1124200,548152
3325,64,3324,657462,81414
3426,64,3425,851955,275907
3528,64,3527,735436,159388
3628,64,3627,666489,90441
3727,64,3726,981618,405570
3828,64,3826,1161308,585260
3930,64,3927,877048,301000
4030,64,4028,1181256,605208
4130,64,4128,1186243,610195
4231,64,4229,1186243,610195
4336,64,4332,931014,354966
4434,64,4432,992966,416918
4538,64,4535,831006,254958
4642,64,4639,792907,216859
4744,64,4740,763747,187699
4835,64,4833,1575229,999181
4944,64,4942,1180411,604363
5037,64,5034,1260822,684774
5135,64,5133,1896504,1320456
5236,64,5234,1989715,1413667
5338,64,5336,1659891,1083843
5437,64,5435,1537999,961951
5545,64,5542,808827,232779
5645,64,5642,927302,351254
5742,64,5740,1156321,580273
5844,64,5840,1066555,490507
5945,64,5942,1166295,590247
6047,64,6045,966700,390652
6145,64,6143,1251074,675026
6248,64,6245,940435,364387
6352,64,6348,865981,289933
6447,64,6444,1116425,540377
6548,64,6545,1196217,620169
6650,64,6646,759859,183811
6750,64,6748,910886,334838
6851,64,6848,979833,403785
6948,64,6946,1082945,506897
7050,64,7047,1346950,770902
7153,64,7150,1132444,556396
7253,64,7250,1244026,667978
7353,64,7351,1222515,646467
7453,64,7450,1176269,600221
7554,64,7551,1126399,550351
7655,64,7652,1201204,625156
7755,64,7752,1071542,495494
7859,64,7856,924019,347971
7958,64,7955,947001,370953
8061,64,8058,904181,328133
8160,64,8157,963417,387369
8256,64,8253,1684979,1108931
8361,64,8357,1088401,512353
8458,64,8455,1833913,1257865
8560,64,8558,971801,395753
8660,64,8657,1066555,490507
8763,64,8760,924019,347971
