Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
97,96,96,1023084,476777
106,96,106,3344101,2797794
195,96,195,2772569,2226262
301,96,300,2722718,2176411
401,96,399,2835215,2288908
497,96,495,2148242,1601935
597,96,596,1260664,714357
698,96,696,886491,340184
799,96,798,653681,107374
899,96,898,889774,343467
999,96,998,854865,308558
1100,96,1099,1074294,527987
1200,96,1198,909722,363415
1300,96,1299,640424,94117
1401,96,1400,412991,0
1500,96,1500,483840,0
1602,96,1601,432000,0
1702,96,1702,506520,0
1803,96,1802,484272,0
1906,96,1906,494541,0
2003,96,2003,1325932,779625
2104,96,2103,835501,289194
2205,96,2204,474552,0
2306,96,2305,516672,0
2406,96,2406,521532,0
2507,96,2506,484228,0
2607,96,2607,531252,0
2708,96,2708,574992,28685
2809,96,2808,477202,0
2910,96,2909,468275,0
3010,96,3010,487245,0
3111,96,3110,1690637,1144330
3211,96,3211,1307604,761297
3312,96,3311,725203,178896
3412,96,3412,771790,225483
3513,96,3512,542712,0
3613,96,3613,576957,30650
3715,96,3714,479412,0
3815,96,3815,477792,0
3915,96,3914,489477,0
4017,96,4016,486129,0
4117,96,4117,500636,0
4218,96,4217,529200,0
4318,96,4318,487512,0
4418,96,4418,481666,0
4519,96,4519,489477,0
4620,96,4619,516672,0
4723,96,4722,462696,0
4821,96,4820,489477,0
4922,96,4921,428748,0
5022,96,5022,439534,0
5122,96,5122,1373265,826958
5223,96,5223,1697807,1151500
5324,96,5323,1894609,1348302
5425,96,5424,1881211,1334904
5525,96,5525,945212,398905
5626,96,5625,582658,36351
5727,96,5726,481666,0
5826,96,5826,467224,0
5927,96,5927,478318,0
6028,96,6027,470507,0
6129,96,6129,491709,0
6231,96,6230,500466,0
6331,96,6330,500472,0
6431,96,6430,513432,0
6532,96,6531,462780,0
6632,96,6631,472500,0
6732,96,6732,487511,0
,,,,
