Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
76,64,74,3000211,2287108
177,64,175,3006098,2292995
286,64,282,2789733,2076630
382,64,381,3510829,2797726
473,64,472,2478525,1765422
574,64,573,1868808,1155705
673,64,672,1288054,574951
774,64,773,1061568,348465
874,64,874,951853,238750
976,64,974,624240,0
1075,64,1075,786427,73324
1177,64,1176,805453,92350
1278,64,1277,798205,85102
1377,64,1376,1536909,823806
1489,64,1486,752072,38969
1593,64,1588,802296,89193
1693,64,1689,841507,128404
1793,64,1790,805867,92764
1894,64,1892,810727,97624
1992,64,1990,840333,127230
2097,64,2093,752407,39304
2196,64,2193,768607,55504
2294,64,2292,889297,176194
2397,64,2394,776707,63604
2496,64,2493,830316,117213
2593,64,2591,871488,158385
2697,64,2694,842700,129597
2799,64,2796,870644,157541
2898,64,2895,914280,201177
2997,64,2995,1030567,317464
3098,64,3095,838706,125603
3197,64,3195,1191230,478127
3299,64,3297,1191230,478127
3396,64,3394,1076529,363426
3500,64,3498,907603,194500
3599,64,3597,924019,210916
3699,64,3697,1201204,488101
3796,64,3795,1537999,824896
3898,64,3896,1182021,468918
3998,64,3996,1091490,378387
4098,64,4096,1322897,609794
4199,64,4197,1236856,523753
4301,64,4299,1210164,497061
4400,64,4398,1494979,781876
4512,64,4510,635152,0
4603,64,4601,1036632,323529
4707,64,4705,827821,114718
4802,64,4801,1710082,996979
4908,64,4905,924019,210916
5007,64,5005,960134,247031
5108,64,5106,950284,237181
5210,64,5208,1065196,352093
5306,64,5304,1373305,660202
5408,64,5406,986762,273659
5507,64,5506,971801,258698
5623,64,5619,602521,0
5712,64,5710,871488,158385
5814,64,5811,794353,81250
5915,64,5913,825032,111929
6019,64,6016,747547,34444
6121,64,6118,716767,3664
6218,64,6214,986400,273297
6322,64,6319,713527,424
6422,64,6419,797767,84664
6524,64,6520,778327,65224
6620,64,6618,814685,101582
6721,64,6719,751730,38627
6822,64,6820,976550,263447
6920,64,6918,1168133,455030
7024,64,7022,826343,113240
7124,64,7122,875308,162205
7223,64,7221,777619,64516
7324,64,7322,1042214,329111
7424,64,7421,1041619,328516
7525,64,7523,947001,233898
7625,64,7623,969984,256881
7728,64,7725,831006,117903
7828,64,7826,729363,16260
7933,64,7932,608968,0
8034,64,8032,542160,0
8133,64,8132,529200,0
8231,64,8230,2249905,1536802
8325,64,8324,1655052,941949
8426,64,8425,559806,0
8527,64,8526,570326,0
8627,64,8626,758353,45250
8729,64,8728,1029411,316308
8830,64,8829,565801,0
8930,64,8929,440023,0
9030,64,9030,361152,0
9131,64,9130,640785,0
9231,64,9230,361152,0
9331,64,9330,956269,243166
9432,64,9431,518894,0
9532,64,9531,798527,85424
9637,64,9636,1587238,874135
9737,64,9736,1849513,1136410
9838,64,9837,1462709,749606
9939,64,9938,2205380,1492277
10040,64,10040,2746759,2033656
10135,64,10134,2401122,1688019
10241,64,10240,2946727,2233624
10340,64,10339,2695096,1981993
10440,64,10439,2133679,1420576
10542,64,10541,2241230,1528127
10643,64,10642,1618936,905833
10739,64,10738,1339303,626200
10839,64,10838,1662222,949119
10939,64,10938,1816681,1103578
11039,64,11039,1720186,1007083
11140,64,11139,1451006,737903
11240,64,11240,1838191,1125088
11341,64,11340,1343454,630351
11441,64,11441,1823851,1110748
11542,64,11541,1866871,1153768
11642,64,11641,2010273,1297170
11742,64,11742,1777547,1064444
11843,64,11842,1780830,1067727
11944,64,11943,1343454,630351
12045,64,12044,1726488,1013385
12145,64,12144,1597426,884323
12245,64,12244,1796303,1083200
12345,64,12345,1465346,752243
12446,64,12445,1278924,565821
12546,64,12546,1606333,893230
12647,64,12646,1608748,895645
12747,64,12746,1680449,967346
12848,64,12847,1666109,953006
12948,64,12947,1601578,888475
13048,64,13048,1605465,892362
13149,64,13148,1207223,494120
13250,64,13249,1644598,931495
13350,64,13349,1620673,907570
13450,64,13450,1529877,816774
13551,64,13550,1623088,909985
13655,64,13654,1565727,852624
13751,64,13751,1393645,680542
13852,64,13851,1771245,1058142
13952,64,13952,1522707,809604
14053,64,14053,1300434,587331
14153,64,14153,1709129,996026
14254,64,14253,1719318,1006215
14354,64,14354,1805359,1092256
14454,64,14454,1475535,762432
14555,64,14554,1669127,956024
14656,64,14655,1063821,350718
14756,64,14756,816300,103197
14857,64,14856,515397,0
14957,64,14957,544212,0
15059,64,15058,493991,0
15159,64,15158,548985,0
15259,64,15258,2074804,1361701
15360,64,15359,1666109,953006
15460,64,15459,887901,174798
15561,64,15560,617633,0
15662,64,15662,521532,0
15712,64,15711,484228,0
15813,64,15813,577044,0
15921,64,15918,505099,0
16023,64,16022,788461,75358
16123,64,16122,764284,51181
16228,64,16226,501659,0
16326,64,16325,594127,0
16430,64,16429,553837,0
16528,64,16526,612781,0
16631,64,16629,517525,0
16727,64,16726,764985,51882
16835,64,16833,521100,0
16930,64,16928,565384,0
17029,64,17027,702604,0
17129,64,17128,752215,39112
17231,64,17230,735436,22333
17332,64,17331,490081,0
17436,64,17435,536637,0
17533,64,17532,663206,0
17633,64,17632,741090,27987
17731,64,17730,1156163,443060
17832,64,17831,871903,158800
17932,64,17931,737254,24151
18033,64,18032,886864,173761
18133,64,18132,827020,113917
18234,64,18233,717603,4500
18333,64,18332,906812,193709
18435,64,18434,881877,168774
18538,64,18537,709171,0
18638,64,18636,689472,0
18738,64,18737,758419,45316
18840,64,18839,682905,0
18942,64,18940,668577,0
19042,64,19041,596063,0
19145,64,19143,576540,0
19242,64,19241,724356,11253
19346,64,19345,590150,0
19449,64,19446,614995,0
19545,64,19544,705887,0
19644,64,19643,814233,101130
19746,64,19745,856915,143812
19852,64,19851,636097,0
19946,64,19945,856956,143853
20047,64,20046,771551,58448
20149,64,20147,669772,0
20253,64,20251,582469,0
20349,64,20348,722304,9201
20451,64,20449,649054,0
20552,64,20551,650073,0
20651,64,20650,774835,61732
20753,64,20752,724356,11253
20848,64,20847,1468364,755261
20949,64,20948,1618936,905833
21046,64,21045,1310622,597519
21150,64,21149,604108,0
21252,64,21250,771552,58449
21350,64,21349,861929,148826
21450,64,21449,861929,148826
21555,64,21553,584496,0
21659,64,21658,558467,0
21758,64,21756,563393,0
21861,64,21857,817091,103988
21953,64,21951,1320892,607789
22056,64,22054,1213676,500573
22157,64,22155,914169,201066
22256,64,22254,1126399,413296
22357,64,22354,1181256,468153
22457,64,22455,1166295,453192
22558,64,22556,1111438,398335
22661,64,22659,901259,188156
22762,64,22759,1065196,352093
22862,64,22858,1002816,289713
22962,64,22960,939381,226278
23063,64,23060,838977,125874
23166,64,23163,844996,131893
23267,64,23264,847328,134225
23369,64,23365,813230,100127
23476,64,23473,840333,127230
23569,64,23565,1244648,531545
23666,64,23664,1673157,960054
23769,64,23766,1126399,413296
23870,64,23867,1221152,508049
23971,64,23968,848505,135402
24073,64,24070,976550,263447
24174,64,24171,791564,78461
24278,64,24274,731049,17946
24374,64,24371,947001,233898
24475,64,24472,930585,217482
24576,64,24573,756393,43290
24676,64,24673,891187,178084
24774,64,24771,1061568,348465
24874,64,24871,1171282,458179
24976,64,24974,1056580,343477
25075,64,25073,1638381,925278
25175,64,25173,1450376,737273
25282,64,25278,981917,268814
25382,64,25379,819348,106245
25486,64,25483,911491,198388
25585,64,25581,900135,187032
25685,64,25682,842664,129561
25787,64,25785,711445,0
25885,64,25884,513388,0
25984,64,25982,636097,0
26083,64,26082,568173,0
26184,64,26183,643476,0
26285,64,26284,601122,0
26386,64,26385,647755,0
26489,64,26488,629102,0
26587,64,26585,674155,0
26687,64,26685,610008,0
26788,64,26786,712454,0
26888,64,26887,696466,0
26991,64,26990,638429,0
27090,64,27088,713200,97
27192,64,27191,668577,0
27288,64,27286,1188995,475892
27392,64,27390,797817,84714
27497,64,27495,550260,0
27598,64,27596,556315,0
27695,64,27694,563816,0
27795,64,27794,665788,0
27897,64,27895,563816,0
27997,64,27995,590485,0
28096,64,28095,673056,0
28194,64,28193,936734,223631
28298,64,28296,689472,0
28399,64,28397,760008,46905
28497,64,28496,782137,69034
28600,64,28598,653356,0
28698,64,28697,856942,143839
