Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
36,100,35,2865919,1549477
137,100,136,3435300,2118858
188,100,187,3560950,2244508
289,100,287,2211292,894850
389,100,388,1486228,169786
490,100,489,1377212,60770
589,100,589,798803,0
690,100,689,808693,0
792,100,791,738265,0
893,100,892,801041,0
993,100,992,881593,0
1094,100,1092,830605,0
1194,100,1193,757705,0
1295,100,1294,723247,0
1396,100,1395,686729,0
1497,100,1495,671106,0
1597,100,1596,725161,0
1698,100,1697,765333,0
1800,100,1799,895434,0
1900,100,1898,769045,0
1999,100,1998,741899,0
2102,100,2101,731857,0
2205,100,2204,636558,0
2305,100,2304,511794,0
2406,100,2405,495410,0
2509,100,2508,487245,0
2608,100,2607,533217,0
2710,100,2709,579852,0
2809,100,2808,532872,0
2912,100,2911,545832,0
3010,100,3009,1402456,86014
3110,100,3110,813265,0
3211,100,3210,742003,0
3312,100,3311,684675,0
3412,100,3411,592638,0
3513,100,3512,515956,0
3613,100,3613,534306,0
3714,100,3713,531362,0
3814,100,3813,1077479,0
3914,100,3914,1214393,0
4016,100,4015,722675,0
4116,100,4115,727280,0
4216,100,4216,829930,0
4317,100,4316,610638,0
4419,100,4417,573717,0
4519,100,4518,571380,0
4620,100,4619,552347,0
4719,100,4718,556091,0
4820,100,4820,515095,0
4921,100,4920,817516,0
5022,100,5021,545011,0
5122,100,5121,893030,0
5223,100,5222,1124164,0
5323,100,5322,1089255,0
5424,100,5423,1164060,0
5524,100,5524,748821,0
5625,100,5624,771133,0
5726,100,5725,1074294,0
5826,100,5825,1153998,0
5926,100,5926,1119089,0
6027,100,6026,878710,0
6127,100,6127,871967,0
6228,100,6227,844878,0
6328,100,6328,933460,0
6429,100,6428,887495,0
6529,100,6529,923610,0
6630,100,6629,634302,0
6731,100,6730,682081,0
6831,100,6831,1318657,2215
6931,100,6931,577404,0
7032,100,7031,706935,0
7132,100,7132,633615,0
7233,100,7233,870228,0
7334,100,7333,741166,0
7434,100,7434,733996,0
7534,100,7534,906079,0
7635,100,7634,1063821,0
7735,100,7735,937777,0
7835,100,7835,1370777,54335
7935,100,7935,1382099,65657
8036,100,8035,1374929,58487
8136,100,8136,1271703,0
8237,100,8236,1134128,0
8337,100,8336,1095336,0
8438,100,8438,869816,0
8538,100,8537,1188985,0
8639,100,8638,1372633,56191
8740,100,8739,1034388,0
8840,100,8840,1138316,0
8941,100,8940,901702,0
9041,100,9040,966233,0
9142,100,9141,845217,0
9242,100,9242,740164,0
9343,100,9342,800008,0
9443,100,9442,740164,0
9543,100,9543,685307,0
9644,100,9643,511812,0
9745,100,9744,532872,0
9846,100,9845,534492,0
9947,100,9945,734215,0
10047,100,10046,702573,0
10148,100,10147,740454,0
10248,100,10247,787867,0
10349,100,10348,715353,0
10449,100,10448,879897,0
10551,100,10550,818546,0
10650,100,10650,1529877,213435
10750,100,10750,1109203,0
10850,100,10850,1014440,0
10951,100,10950,1009453,0
11051,100,11051,1009453,0
11152,100,11151,949608,0
11252,100,11252,1074284,0
11353,100,11353,643621,0
11455,100,11454,524972,0
11557,100,11556,534492,0
11657,100,11656,484498,0
11756,100,11755,589615,0
11857,100,11856,562032,0
11958,100,11957,570132,0
12061,100,12060,461306,0
12159,100,12159,527579,0
12261,100,12260,566891,0
12360,100,12360,607391,0
12461,100,12460,2218206,901764
12561,100,12561,1802340,485898
12662,100,12661,1149166,0
12763,100,12762,1124164,0
12864,100,12863,886578,0
12965,100,12964,691850,0
13065,100,13064,817354,0
13165,100,13164,985074,0
13266,100,13265,788082,0
13366,100,13365,994914,0
13466,100,13465,1319922,3480
13567,100,13566,1293566,0
13667,100,13666,1234176,0
13772,100,13771,1683243,366801
13870,100,13869,1613619,297177
13971,100,13970,1383837,67395
14074,100,14072,2528034,1211592
14173,100,14172,2749174,1432732
14276,100,14275,2709172,1392730
14373,100,14373,2588488,1272046
14474,100,14473,2524221,1207779
14576,100,14575,2183870,867428
14675,100,14674,2093677,777235
14775,100,14774,1970271,653829
14876,100,14875,1951555,635113
14976,100,14975,1922874,606432
15078,100,15077,1865514,549072
15173,100,15172,1908534,592092
15273,100,15273,1496820,180378
15374,100,15373,1754944,438502
15474,100,15473,1762114,445672
15574,100,15573,1754944,438502
15675,100,15674,1970046,653604
15775,100,15774,1829663,513221
15875,100,15874,1894194,577752
15976,100,15975,1822493,506051
16076,100,16075,1711923,395481
16177,100,16176,1697583,381141
16278,100,16277,1441421,124979
16378,100,16377,1709129,392687
16478,100,16478,1730639,414197
16579,100,16578,1680449,364007
16679,100,16679,1723469,407027
16780,100,16779,1788000,471558
16880,100,16879,1651768,335326
16980,100,16980,1773660,457218
17081,100,17080,1902722,586280
17182,100,17181,1921817,605375
17282,100,17281,1892268,575826
17382,100,17382,1909892,593450
17483,100,17482,2074804,758362
17583,100,17583,1838191,521749
17683,100,17683,1934685,618243
17784,100,17783,1831021,514579
17884,100,17883,1877928,561486
17984,100,17984,2084768,768326
18087,100,18087,1851173,534731
18185,100,18185,2142129,825687
18286,100,18285,1983444,667002
18386,100,18386,1927026,610584
18487,100,18486,1762114,445672
18587,100,18586,1889364,572922
18688,100,18687,1529877,213435
18788,100,18787,1558557,242115
18889,100,18888,1070991,0
18989,100,18989,725587,0
19090,100,19089,612969,0
19200,100,19199,470969,0
19295,100,19294,1136991,0
19403,100,19401,1632314,315872
19496,100,19495,1435311,118869
19598,100,19597,1311480,0
19698,100,19698,1204535,0
19798,100,19797,1317109,667
19897,100,19896,1356509,40067
19998,100,19997,1146955,0
20098,100,20097,1434018,117576
20149,100,20148,1338330,21888
20253,100,20252,1366473,50031
20353,100,20352,1237014,0
20453,100,20452,1282043,0
20561,100,20555,1310187,0
20655,100,20654,1434018,117576
20755,100,20754,1265157,0
20859,100,20858,1113183,0
20958,100,20956,1315815,0
21059,100,21058,1136991,0
21159,100,21158,1148249,0
21260,100,21259,1114477,0
21360,100,21359,1131363,0
21459,100,21458,1142620,0
21560,100,21559,1198907,0
21661,100,21660,1080705,0
21764,100,21763,1131363,0
21860,100,21860,1367767,51325
21961,100,21960,1311480,0
22062,100,22061,1343959,27517
22167,100,22166,1265157,0
22264,100,22263,1040010,0
22364,100,22363,1193842,0
22465,100,22464,1096309,0
22566,100,22565,1165698,0
22665,100,22664,1365513,49071
22767,100,22766,1219615,0
22867,100,22866,1206023,0
22966,100,22965,1306415,0
23062,100,23061,1026491,0
23163,100,23162,821409,0
23263,100,23262,1102843,0
23364,100,23363,1149166,0
23464,100,23464,1002820,0
23565,100,23565,1036592,0
23666,100,23665,851955,0
23767,100,23766,1036592,0
23866,100,23865,1192317,0
23967,100,23966,1076933,0
24068,100,24067,420512,0
24168,100,24168,942278,0
24268,100,24268,1198969,0
24369,100,24368,1059333,0
24470,100,24469,1074294,0
24570,100,24570,810950,0
24671,100,24671,778118,0
24772,100,24772,764985,0
24872,100,24871,728483,0
24972,100,24972,1481257,164815
25073,100,25072,1513736,197294
25173,100,25173,1373019,56577
25274,100,25273,829920,0
25374,100,25374,959582,0
25475,100,25474,999479,0
25575,100,25575,710232,0
25676,100,25675,500045,0
25776,100,25776,559342,0
25877,100,25876,524771,0
25977,100,25976,544557,0
26078,100,26077,523152,0
26178,100,26178,521532,0
26280,100,26279,565272,0
26381,100,26380,500472,0
26481,100,26480,549072,0
26582,100,26581,790175,0
26681,100,26681,971374,0
26782,100,26781,779500,0
26882,100,26882,840858,0
26983,100,26982,843647,0
27084,100,27083,811776,0
27186,100,27186,847180,0
27287,100,27286,727669,0
27388,100,27387,741391,0
27488,100,27488,781486,0
27589,100,27588,822932,0
27689,100,27688,1268777,0
27790,100,27789,1049349,0
27891,100,27890,700217,0
27992,100,27991,566055,0
28093,100,28092,545832,0
28193,100,28192,479412,0
28296,100,28296,512910,0
28398,100,28397,468920,0
28499,100,28498,522438,0
28599,100,28598,502867,0
28700,100,28699,521837,0
28801,100,28800,471151,0
28900,100,28900,684139,0
29001,100,29000,657383,0
29102,100,29101,644004,0
29203,100,29202,1502479,186037
29303,100,29303,1181644,0
29404,100,29403,914699,0
29504,100,29503,1004466,0
29604,100,29604,1014440,0
29705,100,29704,778232,0
29806,100,29805,771666,0
29906,100,29906,719135,0
30007,100,30006,796207,0
30107,100,30107,778944,0
30209,100,30207,685888,0
30311,100,30310,531496,0
30409,100,30409,513676,0
30509,100,30509,628176,0
30611,100,30610,640116,0
30712,100,30711,463876,0
30813,100,30811,472739,0
30913,100,30913,511794,0
31013,100,31013,579852,0
31114,100,31113,488625,0
31216,100,31214,613828,0
31315,100,31315,720036,0
31416,100,31415,646123,0
31516,100,31515,617248,0
31617,100,31616,863481,0
31718,100,31716,799200,0
31818,100,31817,699240,0
31918,100,31917,785572,0
32019,100,32018,624628,0
32119,100,32118,581428,0
32220,100,32219,713215,0
32321,100,32320,1789541,473099
32421,100,32421,1637567,321125
32522,100,32521,1541879,225437
32622,100,32622,889764,0
32724,100,32723,601949,0
32824,100,32823,542592,0
32924,100,32923,566891,0
33025,100,33024,502867,0
33126,100,33125,444370,0
33226,100,33225,544212,0
33327,100,33326,562032,0
33428,100,33428,500120,0
33528,100,33527,490593,0
33629,100,33628,612252,0
33729,100,33729,743353,0
33830,100,33829,821335,0
33930,100,33930,804383,0
34031,100,34030,833932,0
34132,100,34131,774835,0
