Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
34,100,33,3844030,2523873
129,100,128,4468362,3148205
182,100,181,3675092,2354935
285,100,284,2658081,1337924
384,100,384,1547010,226853
484,100,484,1767016,446859
584,100,584,1550307,230150
685,100,684,1522377,202220
785,100,785,1340098,19941
886,100,885,1107855,0
986,100,986,1307848,0
1087,100,1086,1200310,0
1188,100,1187,1185803,0
1288,100,1288,1157907,0
1406,100,1402,1272901,0
1506,100,1502,1205006,0
1606,100,1603,1263326,0
1703,100,1700,1340623,20466
1804,100,1802,1335960,15803
1903,100,1900,1618970,298813
2004,100,2001,1359248,39091
2104,100,2101,1398995,78838
2209,100,2205,1297810,0
2308,100,2305,1296322,0
2413,100,2410,1206626,0
2513,100,2510,1269806,0
2622,100,2619,1376620,56463
2710,100,2708,1586373,266216
2806,100,2804,2215211,895054
2905,100,2903,2329932,1009775
2999,100,2999,1828026,507869
3105,100,3104,1729907,409750
3206,100,3204,1785005,464848
3306,100,3304,1820856,500699
3407,100,3406,1663114,342957
3507,100,3505,1828026,507869
3617,100,3614,1154559,0
3725,100,3722,1135316,0
3817,100,3813,1356945,36788
3916,100,3913,1310312,0
4015,100,4013,1373193,53036
4118,100,4115,1305649,0
4218,100,4215,1319639,0
4320,100,4316,1182071,0
4422,100,4418,1217541,0
4521,100,4518,1310312,0
4619,100,4617,1345303,25146
4720,100,4717,1320202,45
4817,100,4815,2390057,1069900
4917,100,4915,2947855,1627698
5018,100,5016,2325025,1004868
5117,100,5115,2690406,1370249
5217,100,5215,2337102,1016945
5317,100,5315,1785005,464848
5418,100,5416,1792175,472018
5526,100,5522,1491031,170874
5622,100,5620,1313632,0
5726,100,5723,1324302,4145
5829,100,5826,1484577,164420
5929,100,5926,1343678,23521
6030,100,6027,1229306,0
6126,100,6124,1467942,147785
6228,100,6226,1338292,18135
6332,100,6328,1271054,0
6430,100,6426,1340623,20466
6535,100,6532,1250031,0
6632,100,6629,792207,0
6735,100,6732,689227,0
6835,100,6831,763747,0
6938,100,6935,693424,0
7039,100,7036,676686,0
7142,100,7139,692274,0
7246,100,7243,694540,0
7340,100,7337,754027,0
7437,100,7435,803026,0
7541,100,7537,731347,0
7647,100,7643,687845,0
7743,100,7739,700530,0
7841,100,7838,681359,0
7937,100,7935,1148645,0
8036,100,8034,1578405,258248
8141,100,8138,761057,0
8244,100,8241,711907,0
8342,100,8339,844996,0
8441,100,8438,910886,0
8538,100,8537,1667061,346904
8640,100,8637,935648,0
8743,100,8740,860454,0
8849,100,8845,700567,0
8948,100,8945,723750,0
9051,100,9047,715147,0
9145,100,9142,1029081,0
9246,100,9244,990698,0
9346,100,9343,953568,0
9443,100,9442,1695742,375585
9543,100,9541,1516489,196332
9645,100,9643,1844165,524008
9745,100,9743,2073260,753103
9843,100,9842,915600,0
9940,100,9939,784807,0
10042,100,10041,805123,0
10142,100,10141,846582,0
10243,100,10242,782773,0
10343,100,10342,715119,0
10460,100,10456,707930,0
10557,100,10554,757267,0
10664,100,10660,699003,0
10755,100,10753,944959,0
10852,100,10850,1545170,225013
10956,100,10954,878054,0
11062,100,11059,721627,0
11162,100,11159,752407,0
