Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
11,100,9,2404438,1439326
94,100,91,2923861,1958749
189,100,187,3006926,2041814
288,100,287,2119529,1154417
391,100,390,2857858,1892746
491,100,490,3132059,2166947
595,100,593,3148930,2183818
691,100,690,2857646,1892534
795,100,793,1866750,901638
895,100,893,1681401,716289
996,100,994,1315727,350615
1097,100,1095,1234938,269826
1197,100,1195,911957,0
1308,100,1305,632776,0
1408,100,1404,741135,0
1510,100,1506,828547,0
1613,100,1611,768607,0
1709,100,1708,639144,0
1809,100,1807,582505,0
1911,100,1910,574560,0
2011,100,2009,590150,0
2110,100,2109,504147,0
2212,100,2210,586327,0
2310,100,2309,526510,0
2410,100,2408,749457,0
2510,100,2509,640687,0
2614,100,2613,551926,0
2711,100,2710,871043,0
2814,100,2813,571038,0
2919,100,2918,514620,0
3016,100,3015,601617,0
3115,100,3114,636097,0
3216,100,3215,671072,0
3317,100,3315,702604,0
3419,100,3418,866764,0
3515,100,3514,1317792,352680
3610,100,3610,1246092,280980
3711,100,3710,924019,0
3811,100,3810,954605,0
3912,100,3911,1102395,137283
4013,100,4013,1191357,226245
4114,100,4113,756456,0
4216,100,4215,443726,0
4316,100,4315,484272,0
4416,100,4416,609603,0
4517,100,4516,715737,0
4617,100,4616,611009,0
4718,100,4717,585941,0
4818,100,4817,1227970,262858
4918,100,4918,834378,0
5019,100,5018,1185712,220600
5119,100,5118,1286094,320982
5219,100,5218,1780830,815718
5320,100,5319,1597691,632579
5420,100,5419,1520292,555180
5521,100,5520,1716299,751187
5622,100,5622,1307604,342492
5723,100,5722,421409,0
5823,100,5823,599557,0
5924,100,5924,584758,0
6026,100,6025,479370,0
6126,100,6126,456001,0
6227,100,6226,571752,0
6328,100,6327,464928,0
6429,100,6428,472739,0
6529,100,6528,1644598,679486
6629,100,6628,1250243,285131
6729,100,6728,612690,0
6830,100,6829,529632,0
6931,100,6930,493940,0
7031,100,7031,485013,0
7134,100,7133,466044,0
7233,100,7232,513511,0
7334,100,7333,468275,0
7436,100,7436,492825,0
7537,100,7536,490593,0
7638,100,7637,444370,0
7739,100,7738,480550,0
7839,100,7839,493560,0
7939,100,7938,521099,0
8049,100,8047,554277,0
8152,100,8151,571919,0
8252,100,8250,636097,0
8353,100,8352,500325,0
8454,100,8452,572949,0
8546,100,8545,1009478,44366
8647,100,8646,909097,0
8748,100,8747,841981,0
8849,100,8848,931747,0
8948,100,8947,914735,0
9049,100,9048,832007,0
9150,100,9149,891851,0
9251,100,9250,886864,0
9350,100,9349,846157,0
9452,100,9451,762189,0
9552,100,9551,964359,0
9656,100,9653,797098,0
9752,100,9751,812059,0
9856,100,9855,532787,0
9958,100,9957,636940,0
10060,100,10058,810950,0
10160,100,10159,646265,0
10260,100,10259,575474,0
10364,100,10362,511380,0
10461,100,10460,690888,0
10567,100,10566,559656,0
10663,100,10662,768980,0
10768,100,10766,521255,0
10865,100,10864,556821,0
10969,100,10968,453060,0
11067,100,11066,640075,0
11167,100,11166,535836,0
11268,100,11267,633765,0
11373,100,11371,551880,0
11466,100,11465,653356,0
11568,100,11567,742003,0
11666,100,11665,951695,0
11766,100,11765,926760,0
11871,100,11869,671072,0
11970,100,11969,618375,0
12071,100,12069,662999,0
12175,100,12173,573143,0
12275,100,12272,657421,0
12369,100,12368,822033,0
12470,100,12469,851955,0
12571,100,12570,1041462,76350
12671,100,12670,797098,0
12773,100,12772,758419,0
12875,100,12874,617241,0
12975,100,12974,643507,0
13077,100,13076,590409,0
13179,100,13178,635109,0
13278,100,13276,650004,0
13379,100,13378,666489,0
13477,100,13476,846968,0
13525,100,13524,1118991,153879
13631,100,13629,571276,0
13729,100,13728,742003,0
13829,100,13828,633657,0
13928,100,13927,911799,0
14029,100,14028,737254,0
14132,100,14130,627091,0
14233,100,14232,668577,0
14331,100,14330,781401,0
14431,100,14430,890607,0
14531,100,14530,836994,0
14632,100,14631,981618,16506
14733,100,14732,792111,0
14833,100,14832,812059,0
14937,100,14935,584907,0
15040,100,15039,572949,0
15139,100,15138,615112,0
15243,100,15241,530903,0
15344,100,15342,536584,0
15442,100,15441,640687,0
15544,100,15542,568479,0
15638,100,15637,1567039,601927
15742,100,15741,774835,0
15840,100,15839,722293,0
15940,100,15940,861929,0
16044,100,16043,748569,0
16147,100,16146,636011,0
16248,100,16246,608117,0
16352,100,16351,490320,0
16452,100,16450,571038,0
16549,100,16548,710411,0
16657,100,16656,529200,0
16752,100,16751,654750,0
16856,100,16853,659414,0
16957,100,16956,614995,0
17055,100,17054,673403,0
17157,100,17155,576771,0
17259,100,17258,542370,0
17357,100,17355,528841,0
17459,100,17458,492680,0
17560,100,17558,528992,0
17662,100,17660,659414,0
17752,100,17751,1690637,725525
17849,100,17849,805549,0
17950,100,17949,506331,0
18051,100,18050,470507,0
18152,100,18151,451440,0
18252,100,18251,785714,0
18353,100,18352,665167,0
18453,100,18452,505677,0
18553,100,18553,546535,0
18654,100,18653,477792,0
18755,100,18755,489088,0
18857,100,18856,515052,0
18957,100,18956,549072,0
,,,,
