Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
76,44,75,2442018,1796222
175,44,174,2972396,2326600
287,44,275,2500990,1855194
378,44,376,3581387,2935591
477,44,476,2020991,1375195
578,44,577,1576141,930345
678,44,677,840680,194884
780,44,779,915273,269477
879,44,878,779692,133896
980,44,979,785245,139449
1082,44,1080,779533,133737
1183,44,1181,773053,127257
1282,44,1281,803833,158037
1384,44,1383,678295,32499
1482,44,1481,1761774,1115978
1583,44,1582,841939,196143
1684,44,1683,665459,19663
1785,44,1784,777780,131984
1886,44,1885,683300,37504
1987,44,1985,783514,137718
2087,44,2086,807073,161277
2189,44,2188,760093,114297
2289,44,2288,785425,139629
2389,44,2388,748753,102957
2490,44,2488,781153,135357
2590,44,2589,762491,116695
2691,44,2690,697327,51531
2791,44,2790,844333,198537
2892,44,2890,820033,174237
2993,44,2992,757705,111909
3094,44,3093,1203091,557295
3195,44,3194,568173,0
3295,44,3294,810950,165154
3396,44,3395,481666,0
3497,44,3496,511730,0
3598,44,3597,488361,0
3699,44,3698,737665,91869
3799,44,3798,737665,91869
3901,44,3900,568512,0
4000,44,4000,519912,0
4101,44,4100,601420,0
4202,44,4201,751852,106056
4303,44,4302,703904,58108
4404,44,4403,508572,0
4504,44,4503,573717,0
4604,44,4603,572184,0
4705,44,4704,526737,0
4805,44,4805,528357,0
4906,44,4905,457117,0
5007,44,5006,657383,11587
5109,44,5108,751610,105814
5208,44,5207,1547159,901363
5308,44,5308,787470,141674
5409,44,5408,497383,0
5509,44,5509,712486,66690
5610,44,5609,561914,0
5710,44,5710,698146,52350
5811,44,5810,1174655,528859
5911,44,5911,993689,347893
6011,44,6010,964579,318783
6111,44,6110,959592,313796
6212,44,6211,974002,328206
6312,44,6311,987100,341304
6412,44,6412,800008,154212
6513,44,6512,1019437,373641
6613,44,6613,894761,248965
6714,44,6713,960923,315127
6814,44,6814,1085934,440138
6914,44,6914,827208,181412
7019,44,7018,743447,97651
7120,44,7119,973739,327943
7220,44,7219,934501,288705
7321,44,7320,756600,110804
7422,44,7421,902444,256648
7522,44,7521,987213,341417
7622,44,7621,921323,275527
7724,44,7723,840529,194733
7825,44,7824,926760,280964
7925,44,7924,1161363,515567
