Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
29,73,26,3196698,2507059
104,73,100,3480071,2790432
194,73,193,2347872,1658233
295,73,294,2588851,1899212
395,73,394,2358403,1668764
495,73,494,1990302,1300663
596,73,595,1452893,763254
696,73,695,1167724,478085
797,73,796,1067984,378345
898,73,897,913387,223748
998,73,997,848977,159338
1100,73,1098,812181,122542
1200,73,1198,758473,68834
1301,73,1300,821323,131684
1401,73,1399,776293,86654
1502,73,1500,746363,56724
1602,73,1601,717350,27711
1704,73,1702,729625,39986
1804,73,1803,703960,14321
1905,73,1903,734088,44449
2005,73,2004,1050190,360551
2105,73,2104,768225,78586
2206,73,2205,697265,7626
2307,73,2305,742273,52634
2407,73,2406,753613,63974
2509,73,2506,728545,38906
2607,73,2606,1640438,950799
2708,73,2707,780915,91276
2809,73,2807,721494,31855
2911,73,2910,732153,42514
3010,73,3010,1799926,1110287
3112,73,3111,676339,0
3212,73,3212,553592,0
3313,73,3312,508045,0
3413,73,3413,484272,0
3515,73,3514,528012,0
3615,73,3614,518292,0
3716,73,3715,513475,0
3816,73,3816,529334,0
3917,73,3916,592638,0
4018,73,4017,492371,0
4119,73,4118,562032,0
4221,73,4220,498420,0
4320,73,4320,539697,0
4421,73,4421,523152,0
4522,73,4522,472932,0
4622,73,4621,791251,101612
4723,73,4722,1666109,976470
4824,73,4823,780060,90421
4925,73,4924,771552,81913
5024,73,5023,1877325,1187686
5124,73,5124,1737810,1048171
5225,73,5224,814969,125330
5326,73,5325,1386475,696836
5426,73,5425,785047,95408
5526,73,5526,573115,0
5628,73,5627,498852,0
5728,73,5727,532872,0
5828,73,5827,523152,0
5931,73,5930,555897,0
6029,73,6029,552657,0
6130,73,6130,423169,0
6231,73,6230,539697,0
6332,73,6331,518292,0
6434,73,6433,510192,0
6533,73,6532,1318026,628387
6634,73,6633,673055,0
6734,73,6734,533217,0
6835,73,6834,571380,0
6935,73,6934,503712,0
7036,73,7035,459348,0
7137,73,7136,515052,0
7238,73,7237,524772,0
7338,73,7337,558002,0
7439,73,7438,502092,0
7539,73,7538,759977,70338
7641,73,7640,1640447,950808
7742,73,7742,1452065,762426
7849,73,7848,876617,186978
7945,73,7944,1001566,311927
8048,73,8047,879254,189615
8145,73,8144,975884,286245
8247,73,8246,939109,249470
8347,73,8346,963335,273696
8447,73,8446,841981,152342
8548,73,8547,876890,187251
8648,73,8647,1347341,657702
8748,73,8747,711069,21430
8848,73,8847,928426,238787
8950,73,8950,896838,207199
9053,73,9052,814457,124818
9154,73,9153,748569,58930
9254,73,9253,735436,45797
9360,73,9358,496799,0
9460,73,9458,543780,0
9563,73,9561,475740,0
9660,73,9659,610449,0
9757,73,9756,758419,68780
9859,73,9857,699321,9682
9958,73,9957,705887,16248
10059,73,10058,643507,0
10159,73,10158,712454,22815
10260,73,10258,682905,0
10361,73,10360,643476,0
10459,73,10458,1281164,591525
10559,73,10558,797098,107459
10659,73,10658,647488,0
10760,73,10759,757202,67563
10862,73,10861,587692,0
10960,73,10960,787124,97485
11064,73,11062,600825,0
11168,73,11167,542831,0
11271,73,11269,507969,0
11370,73,11369,584801,0
11472,73,11470,565474,0
11573,73,11572,483124,0
11674,73,11673,472500,0
11778,73,11776,454413,0
11873,73,11872,604617,0
11975,73,11974,528841,0
12079,73,12078,511380,0
12177,73,12176,614995,0
12271,73,12270,1171124,481485
12370,73,12369,1403834,714195
12472,73,12471,777150,87511
12575,73,12574,712454,22815
12678,73,12676,654750,0
12780,73,12779,557660,0
12883,73,12880,550260,0
12983,73,12981,491940,0
13079,73,13078,653356,0
13180,73,13179,594259,0
13280,73,13279,679732,0
13385,73,13383,603454,0
13481,73,13480,662999,0
13585,73,13583,596459,0
13688,73,13687,508140,0
13787,73,13785,575474,0
13887,73,13886,596459,0
13989,73,13988,512993,0
14091,73,14090,453060,0
14190,73,14189,566282,0
14289,73,14288,590485,0
14385,73,14384,1071384,381745
14489,73,14488,659923,0
14590,73,14589,581338,0
14695,73,14694,485348,0
14794,73,14792,561482,0
14894,73,14893,523259,0
14997,73,14996,477360,0
15096,73,15095,525170,0
15193,73,15192,649054,0
15295,73,15294,563816,0
15396,73,15394,553995,0
15497,73,15496,615112,0
15545,73,15544,771551,81912
15649,73,15647,523259,0
15744,73,15743,752215,62576
,,15850,725587,35948
