Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
39,64,37,3273351,2047475
104,64,102,3742540,2516664
204,64,202,2660860,1434984
309,64,306,3489369,2263493
404,64,402,3772085,2546209
506,64,504,2276688,1050812
607,64,605,1932941,707065
708,64,706,1365917,140041
813,64,810,844555,0
918,64,913,793700,0
1014,64,1011,986400,0
1114,64,1113,956851,0
1214,64,1213,774835,0
1313,64,1312,851955,0
1408,64,1408,1117030,0
1507,64,1506,956269,0
1608,64,1608,642832,0
1708,64,1708,585057,0
1810,64,1809,528012,0
1910,64,1909,506995,0
2011,64,2010,528012,0
2111,64,2111,515051,0
2213,64,2211,541317,0
2314,64,2313,503712,0
2413,64,2413,516672,0
2515,64,2514,552312,0
2615,64,2614,469692,0
2716,64,2715,516672,0
2816,64,2815,1371960,146084
2917,64,2916,562763,0
3017,64,3016,866764,0
3118,64,3117,804384,0
3218,64,3218,666558,0
3320,64,3319,500270,0
3420,64,3419,528012,0
3520,64,3519,472739,0
3622,64,3621,423640,0
3723,64,3722,476558,0
3823,64,3823,434799,0
3924,64,3923,643507,0
4024,64,4023,909722,0
4125,64,4124,597542,0
4225,64,4224,612161,0
4325,64,4324,531245,0
4426,64,4425,528012,0
4527,64,4526,1020045,0
4627,64,4626,650073,0
4728,64,4727,494055,0
4829,64,4828,503712,0
4930,64,4929,596648,0
5030,64,5029,954605,0
5130,64,5130,829930,0
5231,64,5230,1533160,307284
5332,64,5331,600825,0
5432,64,5432,571491,0
5534,64,5533,463212,0
5636,64,5635,557172,0
5734,64,5733,478318,0
5835,64,5834,510192,0
5936,64,5935,597672,0
6036,64,6036,579025,0
6136,64,6135,566046,0
6236,64,6235,747547,0
6338,64,6337,782773,0
6437,64,6436,825560,0
6539,64,6538,759717,0
6641,64,6640,750787,0
6739,64,6738,1357231,131355
6840,64,6839,1117854,0
6941,64,6940,816025,0
7043,64,7042,815319,0
7143,64,7142,726277,0
7243,64,7242,727393,0
7344,64,7343,761985,0
7445,64,7444,702795,0
7545,64,7544,683381,0
7647,64,7646,745247,0
7749,64,7748,717301,0
7849,64,7848,770665,0
7949,64,7948,834613,0
8051,64,8050,802213,0
8152,64,8151,984554,0
8252,64,8251,793070,0
8352,64,8351,816463,0
8453,64,8452,784393,0
8554,64,8553,737436,0
8655,64,8654,760945,0
8756,64,8755,735793,0
8856,64,8855,817207,0
8957,64,8956,1035019,0
9057,64,9056,1379183,153307
9157,64,9156,1165135,0
9258,64,9257,1097591,0
9358,64,9357,976788,0
9459,64,9458,1091490,0
9559,64,9558,1131386,0
9659,64,9658,1147776,0
9760,64,9759,1018114,0
9860,64,9859,1117854,0
9961,64,9960,1102252,0
10061,64,10060,1072971,0
10162,64,10161,1192806,0
10262,64,10261,1729444,503568
10362,64,10361,1324169,98293
10462,64,10461,1232555,6679
10563,64,10562,950757,0
10664,64,10663,958261,0
10764,64,10763,945465,0
10865,64,10864,787032,0
10966,64,10964,827471,0
11067,64,11066,827720,0
11167,64,11166,776293,0
11268,64,11267,726487,0
11368,64,11367,697327,0
11469,64,11468,720007,0
11570,64,11569,748753,0
11670,64,11669,831293,0
11771,64,11770,735025,0
11872,64,11871,711771,0
11973,64,11972,707307,0
12073,64,12072,743893,0
12174,64,12172,726073,0
12275,64,12274,711907,0
12374,64,12373,771433,0
12475,64,12474,756853,0
12576,64,12575,754174,0
12677,64,12676,856111,0
12778,64,12777,732967,0
12879,64,12878,750787,0
12981,64,12980,1262188,36312
13080,64,13079,2630658,1404782
13181,64,13180,2284415,1058539
13281,64,13280,2352546,1126670
13382,64,13380,2680242,1454366
13483,64,13481,3087863,1861987
13581,64,13580,3280243,2054367
13683,64,13682,2938226,1712350
13784,64,13783,2743162,1517286
13884,64,13883,2415277,1189401
13985,64,13984,2244149,1018273
14086,64,14086,2094248,868372
14187,64,14186,1888382,662506
14289,64,14288,1866871,640995
14388,64,14388,1921817,695941
14489,64,14489,1314774,88898
14589,64,14589,1601578,375702
14639,64,14639,1684600,458724
14740,64,14739,1479686,253810
14840,64,14839,1766490,540614
14940,64,14940,1845361,619485
15041,64,15040,1716299,490423
15141,64,15140,1666109,440233
15242,64,15241,1615918,390042
15342,64,15341,1623088,397212
15443,64,15442,1728225,502349
15543,64,15542,1687619,461743
15643,64,15643,1601578,375702
15744,64,15743,1630258,404382
15844,64,15844,1637428,411552
15945,64,15944,1666109,440233
16045,64,16045,1644598,418722
16146,64,16145,1522707,296831
16246,64,16245,1716299,490423
16346,64,16346,1773660,547784
16447,64,16446,1730639,504763
16547,64,16547,1608748,382872
16648,64,16647,1744980,519104
16748,64,16747,1780830,554954
16849,64,16848,1694789,468913
16949,64,16949,1902722,676846
17050,64,17049,1788000,562124
17150,64,17149,1615918,390042
17251,64,17250,1744980,519104
17351,64,17350,1766490,540614
17452,64,17451,1666109,440233
17552,64,17551,2229453,1003577
17652,64,17651,1694789,468913
17752,64,17752,1312359,86483
17853,64,17853,889774,0
17954,64,17953,637262,0
18054,64,18054,709171,0
18155,64,18154,1372135,146259
18255,64,18255,577843,0
18356,64,18355,513432,0
18457,64,18456,511812,0
18558,64,18558,482782,0
18658,64,18658,1594273,368397
18759,64,18758,1099671,0
18859,64,18858,656640,0
18960,64,18959,623808,0
19061,64,19060,564748,0
19161,64,19160,587321,0
19262,64,19261,502092,0
19363,64,19362,506816,0
19463,64,19462,490751,0
19564,64,19563,510223,0
19665,64,19664,539352,0
19765,64,19765,506995,0
19866,64,19865,573291,0
19968,64,19966,492825,0
20068,64,20067,619077,0
20168,64,20167,510192,0
20268,64,20268,504900,0
20369,64,20368,478318,0
20470,64,20469,493940,0
20571,64,20570,482782,0
20672,64,20671,565646,0
20772,64,20771,544212,0
20873,64,20872,483898,0
20974,64,20973,514026,0
21074,64,21073,676494,0
21174,64,21174,563652,0
21275,64,21275,523152,0
21375,64,21375,537732,0
21477,64,21476,852954,0
21577,64,21576,588580,0
21678,64,21678,477202,0
21779,64,21778,493940,0
21880,64,21879,495056,0
21982,64,21982,496773,0
22081,64,22081,439907,0
22183,64,22182,472223,0
22283,64,22282,458232,0
22384,64,22384,452653,0
22489,64,22489,505099,0
22585,64,22584,492309,0
22686,64,22685,492371,0
22786,64,22786,524815,0
22887,64,22887,457363,0
22988,64,22987,508572,0
,,,,
