Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
7,100,4,2396776,1379616
67,100,65,3197702,2180542
171,100,169,3662595,2645435
264,100,263,3307382,2290222
371,100,369,3350004,2332844
471,100,469,2553120,1535960
566,100,566,2500055,1482895
667,100,666,1969279,952119
768,100,767,2081853,1064693
868,100,867,2155095,1137935
968,100,967,2012160,995000
1068,100,1067,927774,0
1170,100,1169,909665,0
1269,100,1268,1410658,393498
1369,100,1368,1068130,50970
1469,100,1468,1127187,110027
1571,100,1569,775374,0
1671,100,1670,739662,0
1783,100,1780,724867,0
1880,100,1879,882302,0
1981,100,1980,679732,0
2087,100,2086,481126,0
2185,100,2184,498413,0
2284,100,2283,575474,0
2383,100,2382,653356,0
2480,100,2480,1267602,250442
2582,100,2581,742241,0
2685,100,2684,610675,0
2787,100,2786,540499,0
2888,100,2886,596063,0
2992,100,2991,524340,0
3090,100,3089,584801,0
3192,100,3191,548104,0
3295,100,3293,634673,0
3390,100,3389,791251,0
3490,100,3489,653356,0
3592,100,3591,629531,0
3698,100,3696,544281,0
3794,100,3793,587132,0
3896,100,3894,498530,0
3994,100,3993,824083,0
4095,100,4094,626742,0
4198,100,4197,513703,0
4302,100,4300,524340,0
4397,100,4396,817516,0
4497,100,4496,2307795,1290635
4601,100,4599,2324191,1307031
4695,100,4694,1943360,926200
4796,100,4795,1412508,395348
4898,100,4897,1098348,81188
4992,100,4991,800296,0
5093,100,5092,1135522,118362
5193,100,5192,799398,0
