Time  [ms],Battery Remaining (%) [%],Time  [ms],Battery Power* [uW] (Raw),Battery Power* [uW] (Delta)
11,81,8,2696152,1982573
91,81,88,2081274,1367695
188,81,187,2484969,1771390
294,81,292,2757363,2043784
386,81,385,2334606,1621027
486,81,485,1678905,965326
586,81,585,1398197,684618
687,81,686,818842,105263
787,81,786,841426,127847
887,81,886,1244493,530914
987,81,986,1327183,613604
1087,81,1086,1167724,454145
1188,81,1187,1187649,474070
1288,81,1287,1187031,473452
1388,81,1388,1117854,404275
1489,81,1488,1082945,369366
1589,81,1589,832953,119374
1691,81,1690,807052,93473
1806,81,1803,715069,1490
1908,81,1905,702351,0
2004,81,2001,822786,109207
2112,81,2107,692308,0
2209,81,2206,817052,103473
2305,81,2302,897753,184174
2405,81,2403,822243,108664
2506,81,2504,826343,112764
2607,81,2604,848348,134769
2710,81,2707,792207,78628
2809,81,2806,763388,49809
2912,81,2908,820111,106532
3006,81,3004,1465515,751936
3106,81,3103,1021671,308092
3206,81,3205,1195621,482042
3308,81,3307,669772,0
3411,81,3410,507856,0
3510,81,3509,635109,0
3611,81,3610,676339,0
3712,81,3711,690888,0
3818,81,3816,509760,0
3914,81,3913,1555123,841544
4013,81,4011,2596113,1882534
4113,81,4112,1454744,741165
4214,81,4213,1109860,396281
4326,81,4326,1195901,482322
4410,81,4409,1195901,482322
4511,81,4510,923967,210388
